Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;LPRC9;LPRC10;
2004 49 1;90;39044912259;2;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;91;39044920539;2;1;1;0;0;0;0;0;0;0;1;1;0;
2004 49 1;92;39044912435;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;93;39045050586;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;94;39044911619;2;1;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;95;39044912454;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;96;39045050587;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;97;39044911061;2;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;98;39044912448;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;99;39044912403;14;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;100;39044912426;14;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;101;39044910077;14;1;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;102;39044940133;14;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;103;39044912412;14;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;104;39044850138;2;1;1;0;1;0;0;0;0;0;0;0;0;
2004 49 1;105;39045030822;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;106;39044921081;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;107;39044911134;2;1;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;108;39044912421;14;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;109;39045030823;14;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;110;39044911035;2;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;111;39044930934;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;112;39044940978;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;113;39044910113;2;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;114;39045030714;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;115;39044912327;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;116;39044920542;13;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;117;39045030701;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;118;39045030668;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;119;39045030711;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;120;39044912300;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;121;39044930887;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;122;39045030679;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;123;39045030703;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;124;39044911018;13;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;125;39045030687;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;126;39044912307;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;127;39044912450;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;128;39044911095;13;0;0;1;1;0;1;0;0;0;0;0;0;
2004 49 1;129;39044911028;13;1;1;0;0;0;0;0;0;0;0;1;1;
2004 49 1;130;39044912408;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;131;39045030692;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;132;39045030671;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;133;39045030710;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;134;39044911039;2;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;135;39044912430;9;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;136;39044912445;9;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;137;39044930945;9;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;138;39044910612;2;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;139;39044912353;6;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;140;39045030752;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;141;39044911058;2;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;142;39044930944;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;143;39044930946;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;144;39044911120;6;1;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;145;39045030750;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;146;39045030757;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;147;39044910317;6;1;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;148;39044912342;6;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;149;39044912390;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;150;39044911052;6;1;1;0;0;0;0;1;1;0;0;0;0;
2004 49 1;151;39045030764;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;152;39045030766;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;153;39045030751;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;154;39044910177;17;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;155;39044912385;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;156;39045030731;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;157;39044911023;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;158;39045030720;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;159;39044912333;1;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;160;39045030746;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;161;39045030722;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;162;39044920608;5;1;1;0;0;0;0;0;0;0;1;1;1;
2004 49 1;163;39044930903;5;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;164;39044912257;5;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;165;39044912262;5;1;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;166;39044911096;13;0;0;1;1;0;1;0;0;0;0;0;0;
2004 49 1;167;39045030694;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;168;39044931016;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;169;39044910175;13;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;170;39044912361;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;171;39044912343;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;172;39044912372;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;173;39045030709;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;174;39044910615;2;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;175;39044921078;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;176;39044921052;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;177;39044911076;2;1;1;0;0;0;0;1;0;0;0;0;0;
2004 49 1;178;39044912415;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;179;39045030675;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;180;39044912354;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;181;39045030690;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;182;39045030689;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;183;39044910609;2;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;184;39044912232;2;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;185;39044921053;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;186;39044911031;2;1;1;0;0;0;0;0;0;0;0;1;1;
2004 49 1;187;39044921104;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;188;39044921105;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;189;39044910618;2;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;190;39044921425;9;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;191;39044930921;9;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;192;39044911059;2;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;193;39044930910;16;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;194;39044921086;16;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;195;39044921057;16;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;196;39044910933;16;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 1;197;39044911026;2;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;198;39044940060;12;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;199;39044940189;12;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;200;39044940010;12;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;201;39044950804;12;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;202;39044911118;10;1;0;0;0;0;0;0;0;0;1;1;1;
2004 49 1;203;39044950208;14;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;204;39044930940;14;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;205;39044920570;14;1;1;0;0;0;0;1;0;0;0;0;0;
2004 49 1;206;39044930938;14;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;207;39044910935;14;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 1;208;39044850489;14;0;0;1;0;0;1;0;0;0;0;0;0;
2004 49 1;209;39044912278;5;1;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;210;39045030166;5;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;211;39045020217;5;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;212;39045150005;5;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;213;39044910211;5;1;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;214;39044921112;16;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;215;39044912401;16;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;216;39044910178;5;1;0;0;1;0;0;1;0;0;0;0;0;
2004 49 1;217;39045030818;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;218;39044930909;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;219;39044911075;7;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;220;39044930939;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;221;39044940976;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;222;39044911131;7;1;0;0;0;0;0;0;1;0;0;0;0;
2004 49 1;223;39045140514;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;224;39044912455;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;225;39044912422;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;226;39044911068;7;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;227;39044912436;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;228;39044930937;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;229;39045050580;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;230;39044910610;2;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;231;39044912387;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;232;39045030754;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;233;39044910728;2;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;234;39045020188;3;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;235;39044912461;3;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;236;39045020075;3;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;237;39045020226;3;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;238;39044912443;3;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;239;39044912460;3;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;240;39044911072;2;1;1;0;0;0;0;0;0;0;0;1;1;
2004 49 1;241;39045030738;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;242;39044912349;1;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;243;39045030737;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;244;39045030747;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;245;39044910148;1;1;1;0;1;0;0;1;1;0;0;0;0;
2004 49 1;246;39045030721;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;247;39045030725;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;248;39045020870;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;249;39044912329;1;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;250;39044912383;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;251;39044920541;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;252;39045030742;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;253;39044912311;1;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;254;39044910625;17;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;255;39044950437;12;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;256;39045020848;12;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;257;39044910627;17;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;258;39045020850;12;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;259;39044930915;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;260;39044911036;7;1;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;261;39044921439;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;262;39044912265;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;263;39044911127;7;1;0;0;0;0;0;0;1;0;0;0;0;
2004 49 1;264;39044921062;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;265;39045020186;7;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;266;39044921063;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;267;39044921088;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;268;39044911071;7;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;269;39044921090;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;270;39044921065;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;271;39044921089;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;272;39044921064;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;273;39044921046;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;274;39044911079;7;1;1;0;0;0;0;1;0;0;0;0;0;
2004 49 1;275;39044921047;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;276;39044921091;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;277;39044921066;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;278;39044921092;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;279;39044911049;17;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;280;39045020512;12;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;281;39045020117;12;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;282;39045020274;12;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;283;39044910628;17;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;284;39044912296;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;285;39044912322;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;286;39044910385;13;1;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;287;39045030691;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;288;39045030682;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;289;39044920555;13;1;1;0;0;0;0;0;0;0;1;1;0;
2004 49 1;290;39045030704;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;291;39044931017;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;292;39044910649;13;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;293;39045030702;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;294;39044930901;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;295;39044921412;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;296;39044911074;2;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;297;39044921051;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;298;39044912465;2;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;299;39044850758;2;1;0;0;1;0;0;0;1;0;0;0;0;
2004 49 1;300;39044921079;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;301;39044921282;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;302;39044920969;2;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;303;39044921080;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;304;39044921106;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;305;39044911103;2;1;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;306;39044912409;2;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;307;39044912275;2;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;308;39044912416;2;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;309;39044911077;2;1;1;0;0;0;0;1;0;0;0;0;0;
2004 49 1;310;39044940159;13;0;0;1;0;0;1;0;0;0;0;0;0;
2004 49 1;311;39044912299;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;312;39044910651;13;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;313;39044912411;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;314;39045030698;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;315;39044912380;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;316;39044910229;13;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;317;39044912325;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;318;39044941004;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;319;39045030693;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;320;39044910643;13;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;321;39045030672;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;322;39045030699;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;323;39044931018;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;324;39044930941;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;325;39044912319;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;326;39044912291;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;327;39044921421;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;328;39045030715;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;329;39045030680;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;330;39044911044;10;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;331;39044921111;16;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;332;39044921056;16;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;333;39044851251;10;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;334;39044912395;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;335;39044912389;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;336;39044911022;10;1;1;0;0;0;0;1;0;0;1;1;0;
2004 49 1;337;39044912384;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;338;39045030728;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;339;39044930931;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;340;39045030734;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;341;39045030732;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;342;39045030726;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;343;39045030718;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;344;39045030736;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;345;39044912381;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;346;39044910187;1;1;1;0;1;0;0;0;0;0;0;0;0;
2004 49 1;347;39045030724;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;348;39044930935;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;349;39044912348;1;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;350;39045030735;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;351;39045030648;1;0;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;352;39044830732;2;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;353;39044930932;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;354;39045030761;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;355;39044912261;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;356;39044912270;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;357;39044910936;6;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 1;358;39044911041;2;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;359;39044912410;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;360;39045030749;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;361;39045030763;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;362;39044912338;6;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;363;39044911050;2;1;1;0;0;0;0;1;0;0;0;0;0;
2004 49 1;364;39045030727;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;365;39044912382;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;366;39044910144;1;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;367;39044912351;1;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;368;39045030719;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;369;39044940932;1;0;0;1;0;0;1;0;0;0;0;0;0;
2004 49 1;370;39044920870;2;1;1;0;0;0;0;0;0;0;0;1;1;
2004 49 1;371;39044940915;4;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;372;39044940931;4;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;373;39044940188;4;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;374;39044940190;4;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;375;39045020510;4;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;376;39044920605;2;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;377;39045030686;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;378;39044912308;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;379;39044851420;13;1;0;0;1;0;0;0;1;0;0;0;0;
2004 49 1;380;39044930917;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;381;39044921440;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;382;39045030678;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;383;39045030708;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;384;39044912318;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;385;39045030674;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;386;39044912320;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;387;39045030716;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;388;39044910140;13;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;389;39045030717;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;390;39044912316;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;391;39044920867;7;1;1;0;0;0;0;1;0;0;1;0;1;
2004 49 1;392;39044940934;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;393;39044940908;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;394;39044940501;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;395;39044940117;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;396;39044911073;7;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;397;39044950505;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;398;39045020858;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;399;39044912248;7;1;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;400;39045020851;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;401;39045020846;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;402;39044910621;17;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;403;39044912391;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;404;39045030670;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;405;39045030697;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;406;39045030712;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;407;39045107658;13;1;1;0;0;0;0;0;0;0;0;1;1;
2004 49 1;408;39045030683;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;409;39045030681;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;410;39044912328;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;411;39044911093;13;0;0;1;1;0;1;0;0;0;0;0;0;
2004 49 1;412;39044920580;2;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;413;39044912272;6;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;414;39044912402;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;415;39044930947;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;416;39044911121;6;1;0;0;0;0;0;1;0;0;0;0;0;
2004 49 1;417;39045030753;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;418;39045030758;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;419;39045030756;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;420;39045030755;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;421;39044911046;2;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;422;39045030688;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;423;39044912379;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;424;39045030685;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;425;39044912373;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;426;39044912326;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;427;39045030673;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;428;39044910179;17;1;0;0;1;0;0;0;0;0;0;0;0;
