Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;LPRC9;
2004 49 2;323;22044950284;3;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;324;22044920024;3;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;325;22044920657;3;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;326;22044950270;3;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;327;22044920037;3;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;328;22044920318;3;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;329;22044950282;3;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;330;22044920592;3;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;331;22044920246;3;0;0;1;0;0;0;1;0;0;0;0;0;
2004 49 2;332;22044920547;3;0;0;0;0;0;0;1;0;0;0;0;0;
2004 49 2;333;22044950267;3;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;334;22044950281;3;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;335;22044920051;3;0;0;1;0;0;0;1;0;0;0;0;0;
2004 49 2;336;22044950280;3;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;337;22044950261;3;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;338;22044920040;3;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;339;22044920409;3;0;0;0;0;0;0;1;0;0;0;0;0;
2004 49 2;340;22044950276;3;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;341;22044920058;3;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;342;22044920664;3;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;343;22044950257;3;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;344;22044920490;3;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;345;22044920317;3;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;346;22044920151;3;0;0;1;0;0;0;1;0;0;0;0;0;
2004 49 2;347;22044920148;3;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;348;22044920380;3;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;349;22044920395;3;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;350;22044950259;3;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;351;22044950275;3;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;352;22044920018;3;0;0;1;0;0;0;1;0;0;0;0;0;
2004 49 2;353;22044920259;3;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;354;22044950260;3;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;355;22044920052;3;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;356;22044920586;3;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;357;22044920288;3;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;358;22044930291;3;0;0;0;0;0;0;1;0;0;0;0;0;
2004 49 2;359;22044920015;3;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;360;22044920727;3;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;361;22044910676;3;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;362;22044910621;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;363;22044920735;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;364;22044920733;9;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;365;22044910443;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;366;22044910532;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;367;22044920090;9;0;0;0;0;0;0;1;0;0;0;0;0;
2004 49 2;368;22044910456;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;369;22044910460;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;370;22044920389;9;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;371;22044910510;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;372;22044920291;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;373;22044920155;9;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;374;22044920728;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;375;22044920268;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;376;22044920341;9;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;377;22044920593;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;378;22044305257;9;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;379;22044920364;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;380;22044920068;9;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;381;22044920215;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;382;22044920641;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;383;22044305256;9;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;384;22044920216;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;385;22044920177;9;0;0;1;0;0;0;1;0;0;0;0;0;
2004 49 2;386;22044920426;9;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;387;22044920103;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;388;22044920231;9;0;0;1;0;0;0;1;0;0;0;0;0;
2004 49 2;389;22044920509;9;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;390;22044920506;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;391;22044920263;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;392;22044920348;9;0;0;1;0;0;0;1;0;0;0;0;0;
2004 49 2;393;22044920487;9;0;0;0;0;0;0;1;0;0;0;0;0;
2004 49 2;394;22044920373;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;395;22044920258;9;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;396;22044920167;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;397;22044920334;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;398;22044920346;9;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;399;22045010447;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;400;22044920206;9;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;401;22044920384;9;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;402;22044920670;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;403;22044920198;9;0;0;1;0;0;0;1;0;0;0;0;0;
2004 49 2;404;22044920378;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;405;22044920651;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;406;22044920240;9;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;407;22044920481;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;408;22044920182;9;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;409;22044920557;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;410;22044920371;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;411;22044920101;9;0;0;1;0;0;0;1;0;0;0;0;0;
2004 49 2;412;22044920508;9;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;413;22044920401;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;414;22044920260;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;415;22044920486;9;0;0;0;0;0;0;1;0;0;0;0;0;
2004 49 2;416;22044920166;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;417;22044920349;9;0;0;1;0;0;0;1;0;0;0;0;0;
2004 49 2;418;22044920098;9;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;419;22044920596;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;420;22044920350;9;0;0;1;0;0;0;1;0;0;0;0;0;
2004 49 2;421;22044920046;9;1;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;422;22044920233;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;423;22044620361;9;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;424;22044920106;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;425;22044920102;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;426;22044920074;9;0;0;1;0;0;0;1;0;0;0;0;0;
2004 49 2;427;22044920043;9;1;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;428;22044920092;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;429;22044920340;9;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;430;22044920370;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;431;22044920236;9;0;0;0;0;0;0;1;0;0;0;0;0;
2004 49 2;432;22044920273;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;433;22044920076;9;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;434;22044920632;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;435;22044920660;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;436;22044920410;9;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;437;22044920313;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;438;22044920534;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;439;22044920706;9;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;440;22044920282;9;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;441;22044920165;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;442;22044920518;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;443;22044920653;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;444;22044920183;9;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;445;22044920674;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;446;22044920195;9;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;447;22044920200;9;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;448;22044910410;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;449;22044920597;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;450;22044920241;9;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;451;22044920019;9;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;452;22044920451;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;453;22044920021;9;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;454;22044920352;11;0;0;1;0;0;0;1;0;0;0;0;0;
2004 49 2;455;22044910485;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;456;22044920362;11;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;457;22044920178;11;0;0;1;0;0;0;1;0;0;0;0;0;
2004 49 2;458;22044910609;11;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;459;22044910598;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;460;22044920514;11;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;461;22044910527;11;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;462;22044920032;11;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;463;22044920407;11;0;0;0;0;0;0;1;0;0;0;0;0;
2004 49 2;464;22044910061;11;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;465;22044920562;11;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;466;22044920347;11;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;467;22044910058;11;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;468;22044920696;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;469;22044910597;11;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;470;22044920677;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;471;22044920427;11;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;472;22044920154;11;0;0;1;0;0;0;1;0;0;0;0;0;
2004 49 2;473;22044920255;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;474;22044920678;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;475;22044920695;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;476;22044920724;11;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;477;22044920020;11;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;478;22044920423;11;0;0;0;0;0;0;1;0;0;0;0;0;
2004 49 2;479;22044920116;11;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;480;22044920495;11;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;481;22044920189;11;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;482;22044920054;11;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;483;22044920251;11;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;484;22044920338;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;485;22044920388;11;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;486;22044920405;11;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;487;22044920337;11;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;488;22044920546;11;0;0;0;0;0;0;1;0;0;0;0;0;
2004 49 2;489;22044920344;11;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;490;22044920332;11;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;491;22044920115;11;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;492;22044920345;11;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;493;22044920399;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;494;22044920686;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;495;22044920173;11;0;0;0;0;0;0;1;0;0;0;0;0;
2004 49 2;496;22044920112;11;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;497;22044920292;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;498;22044620391;11;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;499;22044920036;11;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;500;22044920186;11;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;501;22044920483;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;502;22044920214;11;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;503;22044920544;11;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;504;22044920099;11;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;505;22044920055;11;0;0;1;0;0;0;1;0;0;0;0;0;
2004 49 2;506;22044920671;11;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;507;22044920424;11;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;508;22044920023;11;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;509;22044920225;11;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;510;22044920680;11;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;511;22044920351;11;0;0;1;0;0;0;1;0;0;0;0;0;
2004 49 2;512;22044920543;11;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;513;22044920659;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;514;22044920387;11;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;515;22044920193;11;0;0;0;0;0;0;1;0;0;0;0;0;
2004 49 2;516;22044920672;11;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;517;22044920034;11;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;518;22044920496;11;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;519;22044920100;11;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;520;22044920638;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;521;22044920045;11;1;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;522;22044920029;4;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;523;22044910267;4;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;524;22044910507;4;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;525;22044920017;4;0;0;1;0;0;0;1;0;0;0;0;0;
2004 49 2;526;22044305260;4;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;527;22044910642;4;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;528;22044305261;4;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;529;22044910268;4;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;530;22044920685;4;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;531;22044920248;4;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;532;22044920028;4;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;533;22044920132;4;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;534;22044920321;4;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;535;22044920212;4;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;536;22044920145;4;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;537;22044920219;4;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;538;22044920135;4;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;539;22044920482;4;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;540;22044920162;4;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;541;22044920253;4;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;542;22044920158;4;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;543;22044920489;4;0;0;0;0;0;0;1;0;0;0;0;0;
2004 49 2;544;22044920713;4;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;545;22044920643;4;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;546;22044920494;4;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;547;22044920009;4;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;548;22044920503;4;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;549;22044920637;4;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;550;22044920211;4;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;551;22044920139;4;0;0;0;0;0;0;1;0;0;0;0;0;
2004 49 2;552;22044910334;4;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 2;553;22044920249;4;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;554;22044920590;4;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;555;22044920511;4;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;556;22044920552;4;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;557;22044920599;4;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;558;22044920150;4;0;0;1;0;0;0;1;0;0;0;0;0;
2004 49 2;559;22044920425;4;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;560;22044920540;4;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;561;22044920667;4;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;562;22044920187;4;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;563;22044920134;4;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;564;22044910026;4;1;0;0;1;0;0;1;0;0;0;0;0;
2004 49 2;565;22044920210;4;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;566;22044920635;4;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;567;22044920545;4;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;568;22044920136;4;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;569;22044920179;4;0;0;1;0;0;0;1;0;0;0;0;0;
2004 49 2;570;22044920168;4;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;571;22044920640;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;572;22044920639;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;573;22044920561;6;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;574;22044920682;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;575;22044920205;6;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;576;22044920339;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;577;22044920585;6;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;578;22044920109;6;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;579;22044920739;6;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;580;22044920311;6;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;581;22044920648;6;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;582;22044920422;6;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;583;22044920497;6;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;584;22044920097;6;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;585;22044920191;6;0;0;0;0;0;0;1;0;0;0;0;0;
2004 49 2;586;22044920644;6;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;587;22044920067;6;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;588;22044920293;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;589;22044920096;6;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;590;22044920571;6;0;1;1;0;0;0;0;0;0;0;0;0;
2004 49 2;591;22044920673;6;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;592;22044920140;6;0;0;0;0;0;0;1;0;0;0;0;0;
2004 49 2;593;22044920702;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;594;22044920143;6;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;595;22044920095;6;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;596;22044920591;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;597;22044920719;6;0;0;0;0;0;0;1;0;0;1;0;0;
2004 49 2;598;22044920056;6;0;0;1;0;0;0;1;0;0;0;0;0;
2004 49 2;599;22044920556;6;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;600;22044920202;6;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;601;22044920529;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;602;22044920333;6;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;603;22044920286;6;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;604;22044920550;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;605;22044920093;6;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;606;22044920329;6;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;607;22044920108;6;0;0;1;0;0;0;1;0;0;0;0;0;
2004 49 2;608;22044305259;2;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;609;22044920636;2;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;610;22044920722;2;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;611;22044920276;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;612;22044920053;2;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;613;22044920708;2;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;614;22044910409;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;615;22044920281;2;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;616;22044920365;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;617;22044920328;2;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;618;22044920741;2;0;1;0;0;0;0;1;0;1;0;0;0;
2004 49 2;619;22044910487;2;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;620;22044920705;2;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;621;22044610171;2;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;622;22044920247;2;0;0;0;0;0;0;1;0;0;0;0;0;
2004 49 2;623;22044920071;2;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;624;22044920262;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;625;22044920277;2;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;626;22044920725;2;0;0;1;0;0;0;1;0;0;0;0;0;
2004 49 2;627;22044920322;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;628;22044920459;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;629;22044920157;2;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;630;22044920390;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;631;22044920279;2;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;632;22044920153;2;0;0;1;0;0;0;1;0;0;0;0;0;
2004 49 2;633;22044920119;2;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;634;22044920498;2;1;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;635;22044920327;2;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;636;22044920120;2;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;637;22044920712;2;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;638;22044920406;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;639;22044920278;2;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;640;22044940580;2;1;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;641;22044910335;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;642;22044920142;2;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;643;22044920366;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;644;22044920720;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;645;22044920704;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;646;22044920152;2;0;0;1;0;0;0;1;0;0;0;0;0;
2004 49 2;647;22044940307;2;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;648;22044920710;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;649;22044920714;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;650;22044920315;2;0;0;0;0;0;0;1;0;0;0;0;0;
2004 49 2;651;22044920256;2;0;0;1;0;0;0;1;0;0;0;0;0;
2004 49 2;652;22044920450;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;653;22044920707;7;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;654;22044920203;7;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;655;22044920531;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;656;22044920717;7;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;657;22044920564;7;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;658;22044920721;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;659;22044920111;7;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;660;22044920687;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;661;22044920298;7;0;1;0;0;0;0;0;0;0;0;0;0;
