Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;HPRC6;HPRC7;HPRC8;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;LPRC9;LPRC10;LPRC11;LPRC12;
2004 49 5;192;48044950108;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;193;48045140036;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;194;48045030240;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;195;48044950313;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;
2004 49 5;196;48045150048;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;197;48044950299;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;198;48044950043;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;199;48044950298;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;200;48044950264;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;201;48045010384;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;202;48045220034;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;203;48045050033;3;1;1;0;0;0;1;1;0;1;0;0;1;0;0;0;1;1;0;0;0;
2004 49 5;204;48045010428;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 5;205;48045010691;4;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 5;206;48045010583;4;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 5;207;48044950004;4;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 5;208;48044950191;4;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 5;209;48045010600;4;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 5;210;48044950091;4;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 5;211;48045010060;4;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 5;212;48045010597;4;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 5;213;48045030127;4;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;
2004 49 5;214;48045010410;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;215;48044950276;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;216;48044950259;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;217;48044950137;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 5;218;48044950223;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;219;48044950216;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;220;48045010369;9;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;221;48044950244;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;222;48045104065;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;223;48045020383;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;224;48044950283;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;225;48045030034;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;226;48045010607;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;227;48044950179;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;228;48045020378;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;229;48045220167;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;230;48045120299;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;231;48045220072;1;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 49 5;232;48045220168;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;233;48045130034;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;234;48044940069;10;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;
2004 49 5;235;48045220163;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 5;236;48045020631;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 5;237;48045010344;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 5;238;48044950220;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 5;239;48044950284;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 5;240;48045010371;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 5;241;48045110031;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 5;242;48045030417;3;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 5;243;48045020376;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 5;244;48044940385;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 5;245;48044950180;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 5;246;48044950196;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 5;247;48044950316;5;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;
2004 49 5;248;48045120275;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;249;48045230008;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;250;48044930094;5;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 5;251;48045210210;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;252;48044950312;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;253;48045020359;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;254;48045220021;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;255;48045240004;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;256;48045020062;5;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;
2004 49 5;257;48045104067;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;258;48044950083;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 5;259;48045010359;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 5;260;48045220049;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 5;261;48045020632;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 5;262;48045010339;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 5;263;48045110430;10;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 5;264;48044930065;10;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;
2004 49 5;265;48044950166;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 5;266;48045050017;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 5;267;48045010368;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 5;268;48044950289;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 5;269;48044950311;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 5;270;48044950153;3;0;0;1;1;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;
2004 49 5;271;48045130049;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 5;272;48045104066;3;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 5;273;48045220054;3;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 5;274;48045130048;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 5;275;48045020354;3;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;
2004 49 5;276;48045120041;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 5;277;48044950234;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;278;48045010373;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;279;48044950280;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;280;48045030346;9;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 5;281;48045020013;9;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;
2004 49 5;282;48044950303;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;283;48045010378;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;284;48044950247;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;285;48045130549;9;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;286;48045010367;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;287;48044950266;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;288;48045120272;12;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;289;48044940094;9;1;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;
2004 49 5;290;48044950237;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;291;48044950243;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;292;48045010363;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;293;48044950248;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;294;48045110329;9;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;295;48045010115;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;296;48045040481;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;297;48045050012;9;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;
2004 49 5;298;48045020372;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;299;48044950227;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;300;48045010422;11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;301;48044940515;11;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;302;48044950224;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;303;48045030561;9;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;
2004 49 5;304;48045010689;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;305;48045020381;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;306;48044950286;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;307;48045030051;3;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;
2004 49 5;308;48044940337;11;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;309;48044950300;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;310;48044950165;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;311;48045010362;11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;312;48044950288;11;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;313;48045220042;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;314;48045010329;11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;315;48045040054;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;
2004 49 5;316;48044950133;6;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 5;317;48045030062;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 5;318;48045120300;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 5;319;48044950101;6;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 5;320;48045220104;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 5;321;48045220106;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 5;322;48045010370;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 5;323;48045220148;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 5;324;48045040200;10;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;
2004 49 5;325;48045020431;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 5;326;48045220154;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 5;327;48045230036;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 5;328;48045010327;10;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;
2004 49 5;329;48045230044;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 5;330;48045020427;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 5;331;48045230039;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 5;332;48045020371;10;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 5;333;48045040172;2;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 5;334;48045220065;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 5;335;48044950125;6;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 5;336;48045220150;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 5;337;48044950214;6;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 5;338;48044950109;6;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 5;339;48045220068;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 5;340;48045220066;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 5;341;48044903263;7;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;
2004 49 5;342;48045220069;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 5;343;48045220143;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 5;344;48044950092;6;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 5;345;48045220070;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 5;346;48045220105;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 5;347;48045010377;3;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;
2004 49 5;348;48045230040;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 5;349;48045040273;3;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 5;350;48044930505;3;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 5;351;48044950102;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 5;352;48045220107;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 5;353;48045130155;11;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;354;48045020357;11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;355;48045230062;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;356;48045210089;11;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;357;48044940098;3;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 5;358;48044950211;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 5;359;48045010578;4;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 5;360;48045010063;4;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 5;361;48044950182;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 49 5;362;48044950213;4;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;
2004 49 5;363;48044930500;4;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 5;364;48044950160;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 5;365;48045030138;4;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 5;366;48044950088;4;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 49 5;367;48044950158;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 5;368;48045130043;4;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 5;369;48045020368;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 5;370;48044950121;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;
2004 49 5;371;48045050143;4;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 5;372;48044950159;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 5;373;48044930161;10;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 5;374;48044950188;4;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 5;375;48045110298;4;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 5;376;48045010366;4;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;
2004 49 5;377;48045010599;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 5;378;48044910733;4;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 5;379;48045020423;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 5;380;48045230033;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 5;381;48045050098;10;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;
2004 49 5;382;48044930499;10;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;
2004 49 5;383;48045220067;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 5;384;48045220144;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 5;385;48045010046;11;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;
2004 49 5;386;48045020382;11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;387;48045010322;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 5;388;48045110294;4;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 5;389;48044930105;5;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;
2004 49 5;390;48045220064;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 5;391;48044950215;6;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 5;392;48045030022;6;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 5;393;48045230055;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 5;394;48044950238;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;395;48045010364;9;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;
2004 49 5;396;48044950251;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;397;48045050051;9;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;398;48045020374;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;399;48044950275;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;400;48044950242;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;401;48045030800;9;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;
2004 49 5;402;48045220189;9;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;403;48044950255;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;404;48045020361;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;405;48045040073;9;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 5;406;48050140017;12;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;407;48044940369;12;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 5;408;48044950296;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;409;48045020394;12;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;
2004 49 5;410;48045220047;12;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 5;411;48044950282;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;412;48044950306;12;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;413;48050140018;12;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;414;48044930098;2;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 5;415;48044950239;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;416;48045020430;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;417;48044950256;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;418;48044950254;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;419;48045020421;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;420;48045230092;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;421;48045230087;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 5;422;48044940389;1;0;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;
2004 49 5;423;48045050100;9;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 5;424;48044950310;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;425;48045020363;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;426;48045010693;9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;427;48045020422;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;428;48044950271;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;429;48044950273;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;430;48045020403;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;431;48044950236;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;432;48045040059;9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 49 5;433;48045020367;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;434;48044950226;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
