Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;LPRC1;LPRC2;LPRC3;
2004 49 5;406;29044950203;5;1;0;0;0;1;0;0;
2004 49 5;407;29045050339;5;0;1;0;0;1;0;0;
2004 49 5;408;29044910345;5;1;0;0;0;1;1;0;
2004 49 5;409;29044950208;5;1;0;0;0;1;0;0;
2004 49 5;410;29045050349;5;0;1;0;0;1;0;0;
2004 49 5;411;29044950225;5;1;0;0;0;1;0;0;
2004 49 5;412;29044950018;5;1;0;0;0;1;1;0;
2004 49 5;413;29044950221;5;1;0;0;0;1;0;0;
2004 49 5;414;29044950146;9;0;1;1;0;0;0;0;
2004 49 5;415;29045120067;7;1;0;0;0;1;0;0;
2004 49 5;416;29044940262;7;1;0;0;0;1;0;0;
2004 49 5;417;29044940263;7;1;0;0;0;1;0;0;
2004 49 5;418;29045050065;11;0;1;0;0;1;0;0;
2004 49 5;419;29045050079;11;0;1;0;0;1;0;0;
2004 49 5;420;29044950271;11;0;1;1;0;1;0;0;
2004 49 5;421;29044940261;7;1;0;0;0;1;0;0;
2004 49 5;422;29044950117;11;0;1;0;0;0;0;0;
2004 49 5;423;29045050086;11;0;1;0;0;1;0;0;
2004 49 5;424;29045030274;11;0;1;0;1;1;0;0;
2004 49 5;425;29044960072;1;1;0;0;0;1;1;0;
2004 49 5;426;29045050096;11;0;1;0;0;1;0;0;
2004 49 5;427;29045050315;11;0;1;0;0;1;0;0;
2004 49 5;428;29045050066;11;0;1;0;0;1;0;0;
2004 49 5;429;29044960071;1;1;0;0;0;1;1;0;
2004 49 5;430;29044950158;13;0;1;0;0;1;0;0;
2004 49 5;431;29044950142;13;0;1;1;0;0;0;0;
2004 49 5;432;29044950122;13;0;1;0;0;1;0;0;
2004 49 5;433;29044960019;5;1;0;0;0;1;1;0;
2004 49 5;434;29044950202;5;1;0;0;0;1;0;0;
2004 49 5;435;29044950234;5;1;0;0;0;1;0;0;
2004 49 5;436;29045050342;5;0;1;0;0;1;0;0;
2004 49 5;437;29044950207;5;1;0;0;0;1;0;0;
2004 49 5;438;29044960003;5;1;0;0;0;1;1;0;
2004 49 5;439;29044950195;5;1;0;0;0;1;0;0;
2004 49 5;440;29045050083;11;0;1;0;0;1;0;0;
2004 49 5;441;29044950116;11;0;1;0;0;0;0;0;
2004 49 5;442;29045050085;11;0;1;0;0;1;0;0;
2004 49 5;443;29044960151;2;1;0;0;0;1;1;0;
2004 49 5;444;29045010339;2;1;0;0;0;1;0;0;
2004 49 5;445;29044960196;2;1;0;0;0;1;1;0;
2004 49 5;446;29045050080;11;0;1;0;0;1;0;0;
2004 49 5;447;29045050321;11;0;1;0;0;1;0;0;
2004 49 5;448;29045050087;11;0;1;0;0;1;0;0;
2004 49 5;449;29044960158;2;1;0;0;0;1;1;0;
2004 49 5;450;29045010112;2;1;0;0;0;0;0;0;
2004 49 5;451;29044960132;2;1;0;0;0;1;1;0;
2004 49 5;452;29045050090;11;0;1;0;0;1;0;0;
2004 49 5;453;29045050316;11;0;1;0;0;1;0;0;
2004 49 5;454;29045050092;11;0;1;0;0;1;0;0;
2004 49 5;455;29044960134;2;1;0;0;0;1;1;0;
2004 49 5;456;29045010336;2;1;0;0;0;1;0;0;
2004 49 5;457;29044960185;2;1;0;0;0;1;1;0;
2004 49 5;458;29045050064;11;0;1;0;0;1;0;0;
2004 49 5;459;29045050251;11;0;1;0;0;1;0;0;
2004 49 5;460;29045050093;11;0;1;0;0;1;0;0;
2004 49 5;461;29044910379;9;1;0;0;0;1;1;0;
2004 49 5;462;29044950104;9;0;1;0;1;0;0;0;
2004 49 5;463;29044960224;9;1;0;0;0;1;1;0;
2004 49 5;464;29044950139;9;0;1;1;0;1;0;0;
2004 49 5;465;29045010367;2;1;0;0;0;1;0;0;
2004 49 5;466;29044960171;2;1;0;0;0;1;1;0;
2004 49 5;467;29045010340;2;1;0;0;0;1;0;0;
2004 49 5;468;29045050322;11;0;1;0;0;1;0;0;
2004 49 5;469;29044950251;11;0;1;0;0;1;0;0;
2004 49 5;470;29045050360;11;0;1;0;0;1;0;0;
2004 49 5;471;29044960139;2;1;0;0;0;1;1;0;
2004 49 5;472;29045050063;11;0;1;0;0;1;0;0;
2004 49 5;473;29044950141;11;0;1;0;0;0;0;0;
2004 49 5;474;29045050081;11;0;1;0;0;1;0;0;
2004 49 5;475;29044960159;2;1;0;0;0;1;1;0;
2004 49 5;476;29044950266;11;0;1;0;0;1;0;0;
2004 49 5;477;29044950258;11;0;1;0;0;1;0;0;
2004 49 5;478;29044950295;11;0;1;0;0;1;0;0;
2004 49 5;479;29044960126;2;1;0;0;0;1;1;0;
2004 49 5;480;29045010120;2;1;0;0;0;0;0;0;
2004 49 5;481;29044960123;2;1;0;0;0;1;1;0;
2004 49 5;482;29045050318;11;0;1;0;0;1;0;0;
2004 49 5;483;29044960155;2;1;0;0;0;1;1;0;
2004 49 5;484;29045010332;2;1;0;0;0;1;0;0;
2004 49 5;485;29044960148;2;1;0;0;0;1;1;0;
2004 49 5;486;29044910409;10;0;1;0;1;1;0;0;
2004 49 5;487;29045020318;10;0;1;1;0;1;0;0;
2004 49 5;488;29045010356;10;1;0;0;0;1;0;0;
2004 49 5;489;29045050126;10;0;1;0;0;1;0;0;
2004 49 5;490;29045050282;10;0;1;0;0;1;0;0;
2004 49 5;491;29045050120;10;0;1;0;0;1;0;0;
2004 49 5;492;29045010326;10;1;0;0;0;1;0;0;
2004 49 5;493;29044950105;10;0;1;0;1;0;0;0;
2004 49 5;494;29045050122;10;0;1;0;0;1;0;0;
2004 49 5;495;29044950213;5;1;0;0;0;1;0;0;
2004 49 5;496;29044950232;5;1;0;0;0;1;0;0;
2004 49 5;497;29044950209;5;1;0;0;0;1;0;0;
2004 49 5;498;29044950273;5;0;1;0;0;1;0;0;
2004 49 5;499;29044960031;5;1;0;0;0;1;1;0;
2004 49 5;500;29044950242;5;1;0;0;0;1;0;0;
2004 49 5;501;29044950175;4;0;1;0;0;1;0;0;
2004 49 5;502;29044950155;4;0;1;0;0;1;0;0;
2004 49 5;503;29044950165;4;0;1;0;0;1;0;0;
2004 49 5;504;29044920435;4;1;0;0;0;0;0;0;
2004 49 5;505;29044950164;4;0;1;0;0;1;0;0;
2004 49 5;506;29044940179;4;0;1;0;1;1;0;0;
2004 49 5;507;29044960181;2;1;0;0;0;1;1;0;
2004 49 5;508;29045050082;11;0;1;0;0;1;0;0;
2004 49 5;509;29045050091;11;0;1;0;0;1;0;0;
2004 49 5;510;29045050069;11;0;1;0;0;1;0;0;
2004 49 5;511;29045010254;2;1;0;0;0;1;0;0;
2004 49 5;512;29044960144;2;1;0;0;0;1;1;0;
2004 49 5;513;29045010342;2;1;0;0;0;1;0;0;
2004 49 5;514;29044950174;9;0;1;0;0;0;0;0;
2004 49 5;515;29044950138;9;0;1;1;0;1;0;0;
2004 49 5;516;29044960223;9;1;0;0;0;1;1;0;
2004 49 5;517;29044950257;9;0;1;0;0;0;0;0;
2004 49 5;518;29044960030;5;1;0;0;0;1;1;0;
2004 49 5;519;29044950238;5;1;0;0;0;1;0;0;
2004 49 5;520;29044950227;5;1;0;0;0;1;0;0;
2004 49 5;521;29045020488;4;0;1;0;0;0;0;0;
2004 49 5;522;29045030307;4;0;1;0;0;1;0;0;
2004 49 5;523;29045030306;4;0;1;0;0;1;0;0;
2004 49 5;524;29044960154;2;1;0;0;0;1;1;0;
2004 49 5;525;29044950274;11;0;1;0;0;1;0;0;
2004 49 5;526;29045050076;11;0;1;0;0;1;0;0;
2004 49 5;527;29045050323;11;0;1;0;0;1;0;0;
2004 49 5;528;29044960149;2;1;0;0;0;1;1;0;
2004 49 5;529;29045050319;11;0;1;0;0;1;0;0;
2004 49 5;530;29045050097;11;0;1;0;0;1;0;0;
2004 49 5;531;29045050361;11;0;1;0;0;1;0;0;
2004 49 5;532;29044130501;2;1;0;0;0;1;1;0;
2004 49 5;533;29045010092;2;1;0;0;0;1;0;0;
2004 49 5;534;29044960015;2;1;0;0;0;1;1;0;
2004 49 5;535;29045050062;11;0;1;0;0;1;0;0;
2004 49 5;536;29045050098;11;0;1;0;0;1;0;0;
2004 49 5;537;29045050061;11;0;1;0;0;1;0;0;
2004 49 5;538;29044960014;2;1;0;0;0;1;1;0;
2004 49 5;539;29045050245;11;0;1;0;0;1;0;0;
2004 49 5;540;29044950255;11;0;1;0;0;1;0;0;
2004 49 5;541;29045050072;11;0;1;0;0;1;0;0;
2004 49 5;542;29044960091;2;1;0;0;0;1;1;0;
2004 49 5;543;29044960188;2;1;0;0;0;1;0;0;
2004 49 5;544;29044960112;2;1;0;0;0;1;1;0;
2004 49 5;545;29044950111;11;0;1;0;1;0;0;0;
2004 49 5;546;29044950121;11;0;1;0;0;0;0;0;
2004 49 5;547;29045050071;11;0;1;0;0;1;0;0;
2004 49 5;548;29044950241;5;1;0;0;0;1;0;0;
2004 49 5;549;29045050345;5;0;1;0;0;1;0;0;
2004 49 5;550;29044960018;5;1;0;0;0;1;1;0;
2004 49 5;551;29044950090;5;1;0;0;0;1;0;0;
2004 49 5;552;29045050337;5;0;1;0;0;1;0;0;
2004 49 5;553;29044960020;5;1;0;0;0;1;1;0;
2004 49 5;554;29045050341;5;0;1;0;0;1;0;0;
2004 49 5;555;29044950081;5;1;0;0;0;1;0;0;
2004 49 5;556;29045050343;5;0;1;0;0;1;0;0;
2004 49 5;557;29044960016;5;1;0;0;0;1;1;0;
2004 49 5;558;29044950089;5;1;0;0;0;1;0;0;
2004 49 5;559;29044950170;3;0;1;0;0;0;0;0;
2004 49 5;560;29044960004;5;1;0;0;0;1;1;0;
2004 49 5;561;29044960236;5;1;0;0;0;1;0;0;
2004 49 5;562;29044960002;5;1;0;0;0;1;1;0;
2004 49 5;563;29045050156;3;0;1;0;0;1;0;0;
2004 49 5;564;29045010061;3;0;1;0;1;0;0;0;
2004 49 5;565;29045050158;3;0;1;0;0;1;0;0;
2004 49 5;566;29045020073;3;1;0;0;0;1;0;0;
2004 49 5;567;29045050157;3;0;1;0;0;1;0;0;
2004 49 5;568;29045030265;3;1;0;0;0;1;0;0;
2004 49 5;569;29045030226;3;1;0;0;0;1;0;0;
2004 49 5;570;29045050162;3;0;1;0;0;1;0;0;
2004 49 5;571;29045050164;3;0;1;0;0;1;0;0;
2004 49 5;572;29045050160;3;0;1;0;0;1;0;0;
2004 49 5;573;29045010343;2;1;0;0;0;1;1;0;
2004 49 5;574;29045050365;11;0;1;0;0;1;0;0;
2004 49 5;575;29045050357;11;0;1;0;0;1;0;0;
2004 49 5;576;29045010111;2;1;0;0;0;0;1;0;
2004 49 5;577;29045050358;11;0;1;0;0;1;0;0;
2004 49 5;578;29045050068;11;0;1;0;0;1;0;0;
2004 49 5;579;29045050078;11;0;1;0;0;1;0;0;
2004 49 5;580;29045010345;2;1;0;0;0;1;1;0;
2004 49 5;581;29045050359;11;0;1;0;0;1;0;0;
2004 49 5;582;29045050067;11;0;1;0;0;1;0;0;
2004 49 5;583;29045020230;11;0;1;0;0;0;0;0;
2004 49 5;584;29045030295;6;1;0;0;0;1;0;0;
2004 49 5;585;29045030296;6;1;0;0;0;1;0;0;
2004 49 5;586;29045030298;6;1;0;0;0;1;0;0;
2004 49 5;587;29045050154;6;0;1;0;0;1;0;0;
2004 49 5;588;29045050150;6;0;1;0;0;1;0;0;
2004 49 5;589;29045030292;6;1;0;0;0;1;0;0;
2004 49 5;590;29045030301;6;1;0;0;0;1;0;0;
2004 49 5;591;29044950177;6;0;1;0;0;1;0;0;
2004 49 5;592;29045030293;6;1;0;0;0;1;0;0;
2004 49 5;593;29044910369;6;1;0;0;0;1;1;0;
2004 49 5;594;29045030297;6;1;0;0;0;1;0;0;
2004 49 5;595;29045050051;8;0;1;0;0;1;0;0;
2004 49 5;596;29044920428;8;1;0;0;0;0;0;0;
2004 49 5;597;29045050024;8;0;1;0;0;1;0;0;
2004 49 5;598;29045020003;8;1;0;0;0;1;0;0;
2004 49 5;599;29045050039;8;0;1;0;0;1;0;0;
2004 49 5;600;29044960111;8;1;0;0;0;1;1;0;
2004 49 5;601;29045020052;8;1;0;0;0;1;0;0;
2004 49 5;602;29045050106;10;0;1;0;0;1;0;0;
2004 49 5;603;29045050114;10;0;1;0;0;1;0;0;
2004 49 5;604;29044950277;10;0;1;0;0;0;0;0;
2004 49 5;605;29044960225;10;1;0;0;0;1;1;0;
2004 49 5;606;29045050124;10;0;1;0;0;1;0;0;
2004 49 5;607;29045050102;10;0;1;0;0;1;0;0;
2004 49 5;608;29044960226;10;1;0;0;0;1;1;0;
2004 49 5;609;29045050107;10;0;1;0;0;1;0;0;
2004 49 5;610;29044950256;10;0;1;0;0;1;0;0;
2004 49 5;611;29045050118;10;0;1;0;0;1;0;0;
2004 49 5;612;29045010328;10;1;0;0;0;1;0;0;
2004 49 5;613;29045050294;10;0;1;0;0;1;0;0;
2004 49 5;614;29044960229;10;1;0;0;0;1;1;0;
2004 49 5;615;29045050273;10;0;1;0;0;1;0;0;
2004 49 5;616;29044950162;10;0;1;0;0;0;0;0;
2004 49 5;617;29044960209;10;1;0;0;0;1;1;0;
2004 49 5;618;29045050119;10;0;1;0;0;1;0;0;
2004 49 5;619;29045050121;10;0;1;0;0;1;0;0;
2004 49 5;620;29045050117;10;0;1;0;0;1;0;0;
2004 49 5;621;29045010022;5;1;0;0;0;1;0;0;
2004 49 5;622;29044960005;5;1;0;0;0;1;1;0;
2004 49 5;623;29045050366;11;0;1;0;0;1;0;0;
2004 49 5;624;29045050088;11;0;1;0;0;1;0;0;
2004 49 5;625;29044950120;3;0;1;0;0;0;0;0;
2004 49 5;626;29044950007;3;1;0;0;0;1;1;0;
2004 49 5;627;29045050163;3;0;1;0;0;1;0;0;
2004 49 5;628;29045010029;3;0;1;0;1;0;0;0;
2004 49 5;629;29044960115;8;1;0;0;0;1;1;0;
2004 49 5;630;29045050049;8;0;1;0;0;1;0;0;
2004 49 5;631;29045050045;8;0;1;0;0;1;0;0;
2004 49 5;632;29045020002;8;1;0;0;0;1;0;0;
2004 49 5;633;29045050022;8;0;1;0;0;1;0;0;
2004 49 5;634;29045020051;8;1;0;0;0;1;0;0;
2004 49 5;635;29044960009;8;1;0;0;0;1;1;0;
2004 49 5;636;29045050040;8;0;1;0;0;1;0;0;
2004 49 5;637;29044950107;8;0;1;1;1;1;0;0;
2004 49 5;638;29045050219;8;0;1;0;0;1;0;0;
2004 49 5;639;29045020053;8;1;0;0;0;1;0;0;
2004 49 5;640;29045030205;8;1;0;0;0;1;0;0;
2004 49 5;641;29045050198;8;0;1;0;0;1;0;0;
2004 49 5;642;29045050313;8;0;1;0;0;1;0;0;
2004 49 5;643;29044950268;8;0;1;0;0;1;0;1;
2004 49 5;644;29045030030;8;1;0;0;0;1;0;0;
2004 49 5;645;29045050029;8;0;1;0;0;1;0;0;
2004 49 5;646;29045030206;8;1;0;0;0;1;0;0;
2004 49 5;647;29044950166;8;0;1;0;0;0;0;0;
2004 49 5;648;29045050030;8;0;1;0;0;1;0;0;
2004 49 5;649;29045050374;8;0;1;0;0;1;0;0;
2004 49 5;650;29044960006;8;1;0;0;0;1;1;0;
2004 49 5;651;29045050023;8;0;1;0;0;1;0;0;
2004 49 5;652;29045050314;8;0;1;0;0;1;0;0;
2004 49 5;653;29045050048;8;0;1;0;0;1;0;0;
2004 49 5;654;29045030204;8;1;0;0;0;1;0;0;
2004 49 5;655;29045050044;8;0;1;0;0;1;0;0;
2004 49 5;656;29045050229;8;0;1;0;0;1;0;0;
2004 49 5;657;29045010071;2;1;0;0;0;1;1;0;
2004 49 5;658;29045010117;2;1;0;0;0;0;0;0;
2004 49 5;659;29044910347;2;1;0;0;0;1;1;0;
2004 49 5;660;29044950154;3;0;1;0;1;0;0;0;
2004 49 5;661;29044920220;2;1;0;0;0;1;1;0;
2004 49 5;662;29044960116;2;1;0;0;0;1;0;0;
2004 49 5;663;29045020305;10;0;1;1;0;1;0;0;
2004 49 5;664;29045010354;7;1;0;0;0;1;0;0;
2004 49 5;665;29044920226;7;1;0;0;0;1;1;0;
2004 49 5;666;29045030266;7;1;0;0;0;1;0;0;
2004 49 5;667;29045050288;10;0;1;0;0;1;0;0;
2004 49 5;668;29045010028;10;1;0;0;0;1;0;0;
2004 49 5;669;29045020304;10;0;1;1;0;1;0;0;
2004 49 5;670;29045050104;10;0;1;0;0;1;0;0;
2004 49 5;671;29045020234;10;0;1;0;0;0;0;0;
2004 49 5;672;29044920218;2;1;0;0;0;1;1;0;
2004 49 5;673;29044940010;2;1;0;0;0;1;0;0;
2004 49 5;674;29044910373;2;1;0;0;0;1;1;0;
2004 49 5;675;29045050297;10;0;1;0;0;1;0;0;
2004 49 5;676;29045050101;10;0;1;0;0;1;0;0;
2004 49 5;677;29044960078;10;1;0;0;0;1;1;0;
2004 49 5;678;29045050116;10;0;1;0;0;1;0;0;
2004 49 5;679;29045050103;10;0;1;0;0;1;0;0;
2004 49 5;680;29045050115;10;0;1;0;0;1;0;0;
2004 49 5;681;29045010327;10;1;0;0;0;1;0;0;
2004 49 5;682;29045050108;10;0;1;0;0;1;0;0;
2004 49 5;683;29045030263;10;1;0;0;0;1;0;0;
2004 49 5;684;29045050125;10;0;1;0;0;1;0;0;
2004 49 5;685;29044960167;2;1;0;0;0;1;1;0;
2004 49 5;686;29045010116;2;1;0;0;0;0;0;0;
2004 49 5;687;29044960187;2;1;0;0;0;1;1;0;
2004 49 5;688;29044950178;11;0;1;0;0;1;0;0;
2004 49 5;689;29044960137;2;1;0;0;0;1;1;0;
2004 49 5;690;29045050094;11;0;1;0;0;1;0;0;
2004 49 5;691;29044950126;11;0;1;0;0;1;0;0;
2004 49 5;692;29044950168;11;0;1;0;0;1;0;0;
2004 49 5;693;29044920214;6;1;0;0;0;1;1;0;
2004 49 5;694;29045030269;6;1;0;0;0;1;0;0;
2004 49 5;695;29044920225;6;1;0;0;0;1;1;0;
2004 49 5;696;29044950127;11;0;1;0;0;1;0;0;
2004 49 5;697;29044950172;11;0;1;1;1;0;0;0;
2004 49 5;698;29044950161;11;0;1;0;0;1;0;0;
2004 49 5;699;29044960075;1;1;0;0;0;1;1;0;
2004 49 5;700;29045020228;11;0;1;0;0;0;0;0;
2004 49 5;701;29044950151;11;0;1;0;0;1;0;0;
2004 49 5;702;29044950167;11;0;1;0;0;1;0;0;
2004 49 5;703;29045010012;5;1;0;0;0;1;0;0;
2004 49 5;704;29045050329;5;0;1;0;0;1;0;0;
2004 49 5;705;29045020061;5;1;0;0;0;1;0;0;
2004 49 5;706;29044960001;5;1;0;0;0;1;1;0;
2004 49 5;707;29045050356;5;0;1;0;0;1;0;0;
2004 49 5;708;29044960017;5;1;0;0;0;1;1;0;
2004 49 5;709;29045020062;5;1;0;0;0;1;0;0;
2004 49 5;710;29044950123;8;0;1;0;0;1;0;0;
2004 49 5;711;29044950125;8;0;1;0;0;0;0;0;
2004 49 5;712;29044950187;8;0;1;0;0;1;0;1;
2004 49 5;713;29045030178;8;1;0;0;0;1;0;0;
2004 49 5;714;29044950160;8;0;1;0;0;1;0;0;
2004 49 5;715;29045030175;8;1;0;0;0;1;0;0;
2004 49 5;716;29045030161;8;1;0;0;0;1;0;0;
2004 49 5;717;29044960010;8;1;0;0;0;1;1;0;
2004 49 5;718;29044950157;8;0;1;0;0;1;0;0;
2004 49 5;719;29044950114;8;0;1;0;0;1;0;0;
2004 49 5;720;29045030202;8;1;0;0;0;1;0;0;
2004 49 5;721;29045030305;8;0;1;0;0;1;0;0;
2004 49 5;722;29045030287;8;0;1;0;1;1;0;0;
2004 49 5;723;29045030179;8;1;0;0;0;1;0;0;
2004 49 5;724;29045020485;8;0;1;0;0;1;0;0;
2004 49 5;725;29045020474;8;0;1;0;0;1;0;0;
2004 49 5;726;29044960008;8;1;0;0;0;1;1;0;
2004 49 5;727;29045020365;8;0;1;0;0;0;0;0;
2004 49 5;728;29045030203;8;1;0;0;0;1;0;0;
2004 49 5;729;29045020477;8;0;1;0;0;1;0;0;
2004 49 5;730;29045020475;8;0;1;0;0;1;0;0;
2004 49 5;731;29044960007;8;1;0;0;0;1;1;0;
2004 49 5;732;29045020467;8;0;1;0;0;1;0;0;
2004 49 5;733;29045020483;8;0;1;0;0;1;0;0;
2004 49 5;734;29045020470;8;0;1;0;0;1;0;0;
2004 49 5;735;29045010137;8;1;0;0;0;1;0;0;
2004 49 5;736;29045010135;8;1;0;0;0;1;0;0;
2004 49 5;737;29044950176;3;0;1;0;0;1;0;0;
2004 49 5;738;29044950113;3;0;1;0;1;0;0;0;
2004 49 5;739;29045050159;3;0;1;0;0;1;0;0;
2004 49 5;740;29044910376;3;1;0;0;0;1;1;0;
2004 49 5;741;29045020224;3;0;1;0;0;0;0;0;
2004 49 5;742;29044920246;3;1;0;0;0;1;1;0;
2004 49 5;743;29044950293;3;0;1;0;0;1;0;0;
2004 49 5;744;29045050155;3;0;1;0;0;1;0;0;
2004 49 5;745;29045020221;3;0;1;1;1;1;0;0;
2004 49 5;746;29044910375;3;1;0;0;0;1;1;0;
2004 49 5;747;29044950153;3;0;1;0;0;1;0;0;
2004 49 5;748;29045020065;5;1;0;0;0;1;0;0;
2004 49 5;749;29044960028;5;1;0;0;0;1;1;0;
2004 49 5;750;29044950192;5;0;1;0;0;0;0;0;
2004 49 5;751;29045020063;5;1;0;0;0;1;0;0;
2004 49 5;752;29045020064;5;1;0;0;0;1;0;0;
2004 49 5;753;29044950115;11;0;1;0;0;1;0;0;
2004 49 5;754;29044950124;11;0;1;0;0;1;0;0;
2004 49 5;755;29044950119;11;0;1;0;0;1;0;0;
2004 49 5;756;29044910370;6;1;0;0;0;1;1;0;
2004 49 5;757;29045030270;6;1;0;0;0;1;0;0;
2004 49 5;758;29044910354;6;1;0;0;0;1;1;0;
2004 49 5;759;29045050153;6;0;1;0;0;1;0;0;
2004 49 5;760;29044910378;6;1;0;0;0;1;1;0;
2004 49 5;761;29044950136;13;0;1;1;0;1;0;0;
2004 49 5;762;29044950134;13;0;1;0;0;0;0;0;
2004 49 5;763;29044960029;5;1;0;0;0;1;1;0;
2004 49 5;764;29045030029;5;1;0;0;0;1;0;0;
2004 49 5;765;29045030276;5;1;0;0;0;1;0;0;
2004 49 5;766;29045050327;5;0;1;0;0;1;0;0;
2004 49 5;767;29045030027;5;1;0;0;0;1;0;0;
2004 49 5;768;29045030154;5;1;0;0;0;1;0;0;
2004 49 5;769;29045050355;5;0;1;0;0;1;0;0;
2004 49 5;770;29045030159;5;1;0;0;0;1;0;0;
2004 49 5;771;29045030261;5;1;0;0;0;1;0;0;
2004 49 5;772;29045030260;5;1;0;0;0;1;0;0;
2004 49 5;773;29045050338;5;0;1;0;0;1;0;0;
2004 49 5;774;29044960027;5;1;0;0;0;1;1;0;
2004 49 5;775;29045010292;5;1;0;0;0;1;0;0;
2004 49 5;776;29045050332;5;0;1;0;0;1;0;0;
2004 49 5;777;29045010223;5;1;0;0;0;1;1;0;
2004 49 5;778;29044650542;5;1;0;0;0;1;0;0;
2004 49 5;779;29045040231;11;0;1;0;0;1;0;0;
2004 49 5;780;29044950306;11;0;1;0;0;1;0;1;
