Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;HPRC6;HPRC7;HPRC8;HPRC9;LPRC1;LPRC2;
2004 49 1;256;64044810039;8;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;257;64044910684;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;258;64044910749;10;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;259;64044910589;10;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;260;64044910395;10;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;261;64044910281;10;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;262;64044910097;10;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;263;64044910005;10;0;1;0;0;0;0;0;0;0;1;0;
2004 49 1;264;64044910633;4;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;265;64044910894;4;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;266;64044910452;4;0;1;0;0;0;0;1;1;0;0;0;
2004 49 1;267;64044930445;4;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;268;64044910623;4;0;1;1;0;0;0;1;0;1;0;0;
2004 49 1;269;64044910832;4;1;0;0;0;0;0;1;0;0;0;1;
2004 49 1;270;64044920317;4;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;271;64044850223;4;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;272;64044921231;4;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;273;64044850230;4;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;274;64044910901;4;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;275;64044850221;4;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;276;64044921062;4;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;277;64044910804;4;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;278;64044850206;1;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;279;64044920651;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;280;64044910501;1;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;281;64044911069;1;0;1;1;0;0;0;1;0;1;0;0;
2004 49 1;282;64044920658;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;283;64044850186;1;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;284;64044910009;8;1;0;0;0;1;0;1;0;0;0;0;
2004 49 1;285;64044910384;8;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;286;64044910096;8;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;287;64044910793;8;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;288;64044910183;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;289;64044911106;5;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;290;64044910189;3;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;291;64044910192;3;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;292;64044910883;3;0;1;0;0;1;0;0;1;0;1;1;
2004 49 1;293;64044910188;3;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;294;64044910133;3;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;295;64044910862;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;296;64044910823;11;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;297;64044910400;2;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;298;64044910659;2;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;299;64044910597;11;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;300;64044910087;11;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;301;64044930173;11;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;302;64044910532;11;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;303;64044910235;11;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;304;64044911145;11;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;305;64044910263;11;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;306;64044910923;11;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;307;64044910859;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;308;64044810188;7;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;309;64044910264;7;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;310;64044851037;7;0;1;0;0;0;0;0;0;0;1;1;
2004 49 1;311;64044910543;7;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;312;64044910129;7;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;313;64044911108;7;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;314;64044910721;7;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;315;64044910276;7;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;316;64044910246;7;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;317;64044910790;7;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;318;64044910199;7;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;319;64044911113;7;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;320;64044910131;7;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;321;64044910788;7;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;322;64044910743;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;323;64044910368;11;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;324;64044910609;11;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;325;64044910190;11;0;1;0;0;0;0;0;0;0;1;0;
2004 49 1;326;64044910707;11;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;327;64044911097;11;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;328;64044910080;11;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;329;64044910363;11;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;330;64044910382;2;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;331;64044910463;11;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;332;64044910178;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;333;64044910062;12;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;334;64044910774;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;335;64044910148;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;336;64044911081;12;0;1;0;0;0;0;0;1;0;1;1;
2004 49 1;337;64044910728;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;338;64044910462;3;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;339;64044911121;3;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;340;64044910185;3;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;341;64044910139;3;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;342;64044910359;2;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;343;64044910008;8;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;344;64044910698;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;345;64044911264;8;0;1;0;0;0;0;0;0;0;1;1;
2004 49 1;346;64044910180;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;347;64044910907;8;0;1;0;0;0;0;0;0;0;1;0;
2004 49 1;348;64044910278;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;349;64044910810;8;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;350;64044910731;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;351;64044911084;5;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;352;64044910177;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;353;64044910175;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;354;64044711190;5;0;1;0;0;0;0;0;0;0;1;1;
2004 49 1;355;64044910547;5;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;356;64044910887;5;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;357;64044911053;5;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;358;64044910239;5;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;359;64044910159;3;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;360;64044910370;5;0;1;0;0;0;0;0;0;0;1;0;
2004 49 1;361;64044910193;3;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;362;64044910195;3;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;363;64044911089;5;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;364;64044910001;11;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;365;64044910714;11;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;366;64044910671;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;367;64044910796;11;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;368;64044910639;11;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;369;64044910604;2;0;1;0;0;0;0;1;1;0;0;0;
2004 49 1;370;64044910498;2;1;0;0;0;1;0;0;0;0;1;0;
2004 49 1;371;64044910050;2;0;1;0;0;0;0;1;0;0;0;1;
2004 49 1;372;64044910211;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;373;64044911140;2;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;374;64044910711;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;375;64044910244;2;1;0;0;0;0;0;0;1;0;1;0;
2004 49 1;376;64044910681;2;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;377;64044910575;2;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;378;64044910221;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;379;64044911101;2;0;1;0;0;0;0;0;0;0;1;0;
2004 49 1;380;64044910045;2;1;0;0;0;0;0;1;1;0;0;1;
2004 49 1;381;64044910465;2;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;382;64044911271;2;0;1;0;0;1;0;1;0;0;0;0;
2004 49 1;383;64044910387;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;384;64044911128;1;0;1;0;0;0;0;0;0;0;1;0;
2004 49 1;385;64044910122;2;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;386;64044910391;7;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;387;64044910161;7;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;388;64044910677;4;0;1;1;0;0;0;1;0;1;0;0;
2004 49 1;389;64044910599;7;1;0;0;0;0;0;0;1;0;1;1;
2004 49 1;390;64044910002;7;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;391;64044910138;7;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;392;64044810023;7;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;393;64044910619;7;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;394;64044911120;2;0;1;0;0;1;0;0;0;0;1;0;
2004 49 1;395;64044911051;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;396;64044910908;2;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;397;64044910237;2;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;398;64044911148;2;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;399;64044910662;2;1;0;0;0;0;0;1;0;0;0;1;
2004 49 1;400;64044910477;11;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;401;64044910284;2;0;1;0;0;0;0;1;1;0;0;0;
2004 49 1;402;64044910871;6;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;403;64044330983;13;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;404;64044911261;6;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;405;64044910849;6;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;406;64044840001;6;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;407;64044910773;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;408;64044910761;1;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;409;64044930537;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;410;64044850087;1;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;411;64044930528;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;412;64044910782;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;413;64044911090;1;0;1;0;0;0;0;0;1;0;1;1;
2004 49 1;414;64044910551;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;415;64044911235;1;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;416;64044910725;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;417;64044911102;1;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;418;64044950058;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;419;64044911237;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;420;64044910729;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;421;64044910274;3;1;0;0;0;0;0;0;1;0;1;0;
2004 49 1;422;64044910614;3;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;423;64045011040;9;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;424;64045011044;9;0;1;0;0;0;0;1;0;0;0;1;
2004 49 1;425;64044910249;3;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;426;64044910186;3;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;427;64044910524;3;0;1;0;0;0;0;0;0;0;1;0;
2004 49 1;428;64044910137;3;1;0;0;0;1;0;1;0;0;0;0;
2004 49 1;429;64045011041;9;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;430;64044910063;3;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;431;64044920715;4;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;432;64044910860;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;433;64044910570;4;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;434;64044910117;2;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;435;64044910634;5;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;436;64044910194;3;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;437;64044911079;5;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;438;64044910688;5;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;439;64044921063;5;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;440;64044910889;5;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;441;64044910692;5;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;442;64044910520;5;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;443;64044911085;5;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;444;64044910864;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;445;64044910632;4;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;446;64044910813;4;0;1;0;0;0;0;0;1;0;1;0;
2004 49 1;447;64044910431;4;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;448;64044920363;4;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;449;64044850074;4;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;450;64044910366;4;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;451;64044920484;4;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;452;64044850088;4;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;453;64044910573;4;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;454;64044910667;4;0;1;1;0;0;0;1;0;1;0;0;
2004 49 1;455;64044911116;4;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;456;64044910170;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;457;64044910179;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;458;64044850883;8;0;1;0;0;1;0;0;1;0;1;0;
2004 49 1;459;64044910182;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;460;64044910821;8;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;461;64044910049;2;0;1;0;0;0;0;1;0;0;0;1;
2004 49 1;462;64044910784;2;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;463;64044910035;2;0;1;0;0;0;0;1;1;0;0;0;
2004 49 1;464;64044911057;11;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;465;64045030430;11;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;466;64044910485;2;0;1;0;0;0;0;1;0;0;0;1;
2004 49 1;467;64044910502;2;0;1;0;0;0;0;0;0;0;1;0;
2004 49 1;468;64044910625;11;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;469;64044921265;11;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;470;64044910857;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;471;64044921112;11;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;472;64044910542;11;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;473;64044910574;11;0;1;0;0;0;0;0;0;0;1;0;
2004 49 1;474;64044910836;11;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;475;64044920582;11;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;476;64044911241;10;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;477;64044910118;10;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;478;64044910365;10;0;1;0;0;0;0;0;0;0;1;0;
2004 49 1;479;64044910613;10;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;480;64044910504;10;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;481;64044910596;10;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;482;64044910913;10;0;1;0;0;0;0;0;0;0;1;0;
2004 49 1;483;64044920097;10;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;484;64044920418;10;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;485;64044910762;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;486;64044920400;4;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;487;64044910410;4;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;488;64044910552;4;1;0;0;0;0;0;0;1;0;1;0;
2004 49 1;489;64044910673;4;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;490;64044911110;4;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;491;64044910686;4;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;492;64045030240;10;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;493;64044910548;10;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;494;64044851054;10;0;1;0;0;0;0;0;0;0;1;1;
2004 49 1;495;64044920514;10;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;496;64044911146;10;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;497;64044930562;10;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;498;64044920224;10;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;499;64044910843;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;500;64044910834;3;1;0;0;0;0;0;0;1;0;1;0;
2004 49 1;501;64044910812;3;1;0;0;0;1;0;1;0;0;0;0;
2004 49 1;502;64044911091;3;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;503;64044910430;3;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;504;64044910494;3;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;505;64044910020;3;0;1;0;0;0;0;1;1;0;0;0;
2004 49 1;506;64044911100;3;0;1;0;0;0;0;0;0;0;1;0;
2004 49 1;507;64044910806;3;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;508;64044910869;3;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;509;64044910712;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;510;64044910606;3;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;511;64044910564;3;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;512;64044910271;12;0;1;0;0;0;0;0;1;0;1;0;
2004 49 1;513;64044910053;12;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;514;64044910069;12;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;515;64044910174;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;516;64044810186;8;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;517;64044910026;8;0;1;0;0;0;0;1;1;0;0;0;
2004 49 1;518;64044910495;8;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;519;64044910181;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;520;64044910683;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;521;64044810037;8;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;522;64044910240;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;523;64044910408;6;0;1;0;0;0;0;0;0;0;1;0;
2004 49 1;524;64044910029;8;1;0;0;0;1;0;1;0;0;0;0;
2004 49 1;525;64044910891;6;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;526;64044910166;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;527;64044911088;6;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;528;64044910620;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;529;64044910792;8;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;530;64044910852;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;531;64044910381;11;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;532;64044910259;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;533;64044910038;2;0;1;0;0;0;0;1;1;0;0;0;
2004 49 1;534;64044911114;2;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;535;64044910546;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;536;64044910119;2;1;0;0;0;0;0;0;0;0;1;1;
2004 49 1;537;64044910077;2;0;1;0;0;0;0;1;1;0;0;0;
2004 49 1;538;64044810034;8;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;539;64044910184;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;540;64044910874;4;0;1;0;0;0;0;0;0;1;0;0;
2004 49 1;541;64044910805;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;542;64044910385;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;543;64044911135;6;0;1;0;0;0;0;0;0;0;1;0;
2004 49 1;544;64044920402;8;1;0;0;0;1;0;1;0;0;0;0;
2004 49 1;545;64044910713;6;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;546;64044910651;6;0;1;0;0;0;0;1;1;0;0;0;
2004 49 1;547;64044830803;6;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;548;64044911093;6;0;1;0;0;0;0;1;0;0;0;1;
2004 49 1;549;64044910902;6;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;550;64044910107;6;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;551;64044910900;6;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;552;64044920534;6;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;553;64044910171;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;554;64044911105;8;0;1;0;0;0;0;0;1;0;1;0;
2004 49 1;555;64044910167;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;556;64044910168;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;557;64044910059;12;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;558;64044910357;11;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;559;64044910909;11;0;1;0;0;0;0;0;1;0;1;0;
2004 49 1;560;64044910140;11;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;561;64044920318;11;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;562;64044910230;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;563;64044740096;2;0;1;0;0;0;0;0;0;0;1;0;
2004 49 1;564;64044910279;2;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;565;64044910819;7;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;566;64044910559;7;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;567;64044910896;7;0;1;0;0;1;0;0;1;0;1;0;
2004 49 1;568;64044910674;7;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;569;64044910065;12;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;570;64044910518;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;571;64044810036;8;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;572;64044910752;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;573;64044910247;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;574;64044910803;8;1;0;0;0;0;0;0;1;0;1;0;
2004 49 1;575;64044910531;2;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;576;64044910554;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;577;64044911112;2;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;578;64044921045;2;1;0;0;0;0;0;1;0;0;0;1;
2004 49 1;579;64044910513;2;0;1;0;0;0;0;0;0;0;1;0;
2004 49 1;580;64044910216;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;581;64044910831;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;582;64044911094;2;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;583;64044910229;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;584;64044910260;2;0;1;0;0;0;0;0;0;0;1;0;
2004 49 1;585;64044910033;2;1;0;0;0;1;0;1;1;0;0;1;
2004 49 1;586;64044910268;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;587;64044911142;2;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;588;64044930171;2;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;589;64044910213;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;590;64044920714;4;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;591;64044910863;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;592;64044920299;4;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;593;64044910666;4;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;594;64044910768;2;0;1;0;0;0;0;0;1;0;1;1;
2004 49 1;595;64044910724;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;596;64044911143;2;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;597;64044910208;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;598;64044910906;2;0;1;0;0;0;0;0;0;0;1;0;
2004 49 1;599;64044910176;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;600;64044910102;8;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;601;64044910577;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;602;64044910678;8;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;603;64044910468;8;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;604;64044910868;8;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;605;64044910669;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;606;64044911072;8;0;1;0;0;0;0;1;0;0;0;1;
2004 49 1;607;64044920589;11;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;608;64044910255;11;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;609;64044911104;11;0;1;0;0;0;0;0;1;0;1;0;
2004 49 1;610;64044910428;11;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;611;64044920332;11;1;0;0;0;0;0;0;0;0;0;0;
