Date;SeqRank;Ident;Paint Color;HPRC1;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;LPRC9;LPRC10;LPRC11;
2004 49 1;35;39044921532;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;36;39044921486;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;37;39044741033;12;0;0;0;0;1;0;0;0;0;0;0;1;
2004 49 1;38;39044921553;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;39;39044820349;11;0;1;1;0;0;0;0;0;0;0;0;0;
2004 49 1;40;39044912441;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;41;39044740964;11;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;42;39045030667;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;43;39045020524;11;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;44;39044710276;11;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;45;39044810734;11;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;46;39044921433;11;0;0;0;1;0;0;1;1;0;0;0;1;
2004 49 1;47;39044810659;11;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;48;39044940975;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;49;39044820267;11;0;1;1;0;0;0;0;0;0;0;0;0;
2004 49 1;50;39044820807;11;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;51;39044930916;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;52;39044850575;11;0;0;0;0;1;0;0;0;1;1;0;1;
2004 49 1;53;39044820373;11;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;54;39044912392;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;55;39044921127;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;56;39044930908;11;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;57;39044820113;11;0;1;1;0;0;0;0;0;0;0;0;0;
2004 49 1;58;39044741150;1;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;59;39044941005;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;60;39044840547;1;0;0;0;0;1;0;0;0;1;0;0;0;
2004 49 1;61;39044912237;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;62;39044741009;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;63;39044930793;1;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;64;39044840346;1;0;0;1;1;1;0;0;0;0;1;0;0;
2004 49 1;65;39044912413;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;66;39044741124;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;67;39044912256;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;68;39044912463;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;69;39044830036;11;0;1;1;0;0;0;0;0;0;0;0;0;
2004 49 1;70;39045030513;11;0;0;0;0;0;0;0;0;0;0;1;1;
2004 49 1;71;39044740987;11;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;72;39044921593;11;0;0;0;0;0;0;1;1;0;0;0;0;
2004 49 1;73;39044820805;11;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;74;39045040092;11;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;75;39044830237;11;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;76;39044850547;11;0;0;0;0;1;0;0;0;1;0;0;0;
2004 49 1;77;39045040065;11;0;0;0;1;0;0;0;0;0;0;0;1;
2004 49 1;78;39044750698;11;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;79;39044921253;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;80;39044840186;11;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;81;39045040091;11;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;82;39044921245;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;83;39044921243;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;84;39044921251;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;85;39044840600;11;0;0;0;1;1;0;0;0;1;1;0;1;
2004 49 1;86;39044850305;11;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;87;39044921240;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;88;39044920850;11;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;89;39044820643;7;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;90;39044840184;11;0;1;1;0;0;0;0;0;0;0;0;0;
2004 49 1;91;39044921247;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;92;39044921241;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;93;39044810454;11;0;0;0;0;1;0;0;0;1;0;0;1;
2004 49 1;94;39044921252;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;95;39044840367;11;0;0;1;1;1;0;0;0;0;1;0;0;
2004 49 1;96;39044921124;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;97;39044820336;11;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;98;39045040093;11;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;99;39044830480;11;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;100;39045020167;11;0;0;0;0;0;0;1;1;0;0;0;0;
2004 49 1;101;39044850309;11;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;102;39044810655;11;0;0;0;0;1;0;0;0;0;1;0;1;
2004 49 1;103;39045040008;11;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;104;39044830476;11;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;105;39044921246;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;106;39044830176;11;0;1;1;0;0;0;0;0;0;0;0;1;
2004 49 1;107;39044830387;11;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;108;39045030652;11;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;109;39044921254;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;110;39044741128;6;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;111;39044921451;6;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;112;39044912281;6;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;113;39044921426;6;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;114;39044850357;6;0;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;115;39044741228;6;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;116;39044921533;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;117;39044740992;6;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;118;39044921596;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;119;39044741021;6;0;0;0;0;1;0;0;0;0;1;0;1;
2004 49 1;120;39044820284;6;0;1;1;0;0;0;0;0;0;0;0;0;
2004 49 1;121;39044921585;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;122;39045020866;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;123;39044912244;6;0;0;0;1;1;0;1;1;0;0;0;1;
2004 49 1;124;39044912451;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;125;39044741005;6;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;126;39044930923;6;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;127;39044912472;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;128;39044930913;6;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;129;39044912249;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;130;39044820225;8;0;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;131;39044840360;8;0;0;1;1;1;0;0;0;0;1;0;0;
2004 49 1;132;39044912438;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;133;39044912245;8;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;134;39044921413;8;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;135;39044810161;8;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;136;39044930889;8;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;137;39044740929;8;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;138;39045030516;8;0;0;0;0;0;0;0;0;0;0;1;0;
2004 49 1;139;39044810263;8;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;140;39044912242;8;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;141;39044940200;8;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;142;39044810805;8;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;143;39044830236;8;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;144;39045130181;2;0;0;0;0;0;0;0;1;0;0;0;0;
2004 49 1;145;39044950480;2;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;146;39044912277;2;0;0;0;1;0;0;0;0;0;0;0;1;
2004 49 1;147;39044730366;2;0;0;1;0;1;0;0;0;0;0;0;0;
2004 49 1;148;39044930920;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;149;39045030819;2;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;150;39044741238;2;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;151;39044830224;2;0;1;1;0;0;0;0;0;0;0;0;0;
2004 49 1;152;39044921130;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;153;39044850156;2;0;0;0;0;1;0;0;0;1;0;0;1;
2004 49 1;154;39044921403;2;0;0;0;1;0;0;1;1;0;0;0;1;
2004 49 1;155;39044830180;2;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;156;39044750989;2;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;157;39045030109;14;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;158;39044912459;14;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;159;39045030110;14;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;160;39044830181;14;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;161;39044921272;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;162;39044741239;9;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;163;39045030071;9;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;164;39044921275;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;165;39044741223;9;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;166;39044921270;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;167;39044741197;9;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;168;39044921277;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;169;39044840366;9;0;0;1;1;1;0;0;0;0;1;0;0;
2004 49 1;170;39044921273;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;171;39044921261;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;172;39044921264;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;173;39044921267;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;174;39044740976;9;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;175;39044850369;9;0;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;176;39044840401;9;0;0;0;0;1;0;0;1;0;1;0;0;
2004 49 1;177;39044921258;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;178;39044921276;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;179;39044910954;9;0;0;0;1;1;0;0;0;0;0;0;0;
2004 49 1;180;39044921271;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;181;39044850454;11;0;0;1;0;1;0;0;0;1;0;0;1;
2004 49 1;182;39045040090;11;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;183;39044921239;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;184;39044921257;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;185;39044810381;11;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;186;39044921238;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;187;39045040122;11;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;188;39044830396;11;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;189;39044810273;11;0;0;1;0;0;0;0;0;1;0;0;1;
2004 49 1;190;39044830440;11;0;0;0;0;1;0;1;0;0;0;0;0;
2004 49 1;191;39044921450;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;192;39044741201;12;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;193;39044850338;12;0;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;194;39044921315;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;195;39044921216;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;196;39044921454;12;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;197;39044850331;12;0;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;198;39044850610;12;0;0;0;1;1;0;0;0;1;1;0;0;
2004 49 1;199;39044921308;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;200;39044741043;12;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;201;39044912466;12;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;202;39044810084;12;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;203;39044912241;12;0;0;0;0;0;0;0;1;0;0;0;1;
2004 49 1;204;39044921067;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;205;39044921249;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;206;39044840368;11;0;0;1;1;1;0;0;0;0;1;0;0;
2004 49 1;207;39045040126;11;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;208;39045030096;11;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;209;39044930093;11;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;210;39044921255;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;211;39044921244;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;212;39044820740;11;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;213;39044850310;11;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;214;39045030515;11;0;0;0;0;0;0;0;0;0;0;1;1;
2004 49 1;215;39044921248;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;216;39050140107;11;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;217;39044820418;11;0;0;1;0;1;0;0;0;0;0;0;0;
2004 49 1;218;39045040124;11;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;219;39044921242;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;220;39044830114;11;0;0;0;0;1;0;1;0;0;0;0;0;
2004 49 1;221;39044850306;11;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;222;39044840615;11;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;223;39044921021;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;224;39044921256;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;225;39044830309;10;0;0;1;1;1;0;0;0;1;1;0;1;
2004 49 1;226;39044840527;10;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;227;39044840215;10;0;1;1;0;0;0;0;0;0;0;0;0;
2004 49 1;228;39044740024;10;0;0;1;0;1;0;0;0;0;1;0;0;
2004 49 1;229;39044921314;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;230;39044740985;12;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;231;39044921313;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;232;39044740956;12;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;233;39044850332;12;0;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;234;39044820658;12;0;0;0;0;1;0;0;1;0;1;0;0;
2004 49 1;235;39044921201;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;236;39045020221;12;0;1;0;1;0;0;0;0;1;0;0;0;
2004 49 1;237;39044921205;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;238;39044740005;12;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;239;39044912417;12;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;240;39044731274;12;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;241;39044921318;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;242;39044740695;12;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;243;39044921213;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;244;39044850328;12;0;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;245;39044840453;12;0;0;0;0;1;0;1;0;0;1;0;0;
2004 49 1;246;39044921575;12;0;1;0;0;0;0;0;0;1;0;0;0;
2004 49 1;247;39044930925;12;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;248;39044850339;12;0;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;249;39044740959;9;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;250;39044921274;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;251;39044741030;9;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;252;39044921262;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;253;39044850364;9;0;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;254;39044840594;9;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;255;39045040407;9;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;256;39044940981;9;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;257;39044930866;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;258;39044810700;9;0;0;0;0;1;0;0;0;0;0;0;1;
2004 49 1;259;39044830267;9;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;260;39044930873;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;261;39044740104;9;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;262;39044930878;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;263;39045210871;9;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;264;39044840365;9;0;0;1;1;1;0;0;0;0;1;0;0;
2004 49 1;265;39044930864;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;266;39044930877;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;267;39044810564;9;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;268;39044850363;9;0;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;269;39044741068;3;0;0;0;0;1;0;1;0;0;0;0;0;
2004 49 1;270;39044912406;3;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;271;39044912266;3;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;272;39044740925;1;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;273;39044850318;1;0;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;274;39044741143;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;275;39044921116;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;276;39044741099;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;277;39045150068;1;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;278;39044820589;1;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;279;39044921123;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;280;39044912246;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;281;39044921195;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;282;39045030019;1;0;0;0;1;0;0;0;1;0;0;0;1;
2004 49 1;283;39044820321;1;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;284;39044741159;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;285;39044921187;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;286;39045030508;1;0;0;0;0;0;0;0;0;0;0;1;1;
2004 49 1;287;39044741170;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;288;39044921192;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;289;39044921189;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;290;39044741110;1;0;0;0;1;1;0;0;0;0;0;0;0;
2004 49 1;291;39044950025;7;0;1;0;0;0;0;0;0;1;0;0;1;
2004 49 1;292;39044741073;7;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;293;39044921482;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;294;39044820790;7;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;295;39044921584;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;296;39044741208;7;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;297;39044912234;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;298;39044741200;7;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;299;39044921432;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;300;39044830663;7;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;301;39044912393;7;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;302;39044740662;7;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;303;39044912462;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;304;39044950460;7;0;0;0;0;0;0;1;0;0;0;0;0;
2004 49 1;305;39044740912;7;0;0;0;0;1;0;0;0;0;0;0;1;
2004 49 1;306;39045030666;7;0;0;0;0;0;0;0;1;0;0;0;0;
2004 49 1;307;39045030222;7;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;308;39044740155;7;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;309;39045030661;7;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;310;39044750019;7;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;311;39044930870;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;312;39044840364;9;0;0;1;1;1;0;0;0;0;1;0;0;
2004 49 1;313;39044930872;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;314;39044810483;9;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;315;39044930861;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;316;39044930869;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;317;39044930246;9;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;318;39044940360;9;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;319;39044810482;9;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;320;39044930859;9;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;321;39044840349;2;0;0;1;1;1;0;0;0;0;1;0;0;
2004 49 1;322;39044740039;2;0;0;0;0;1;0;0;0;0;0;0;1;
2004 49 1;323;39044921043;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;324;39044741011;2;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;325;39044921485;2;0;0;0;0;0;0;1;1;0;0;0;1;
2004 49 1;326;39044840428;2;0;0;0;0;1;0;0;0;1;0;0;0;
2004 49 1;327;39044930898;2;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;328;39044840351;2;0;0;1;1;1;0;0;0;0;1;0;0;
2004 49 1;329;39045210128;2;0;0;0;1;0;0;0;0;0;0;0;1;
2004 49 1;330;39044741026;2;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;331;39044830247;2;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;332;39044741044;2;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;333;39044912471;2;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;334;39044750947;2;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;335;39044830098;2;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;336;39044921026;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;337;39044920963;2;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;338;39045030520;2;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;339;39044912235;2;0;0;0;1;0;0;1;1;0;0;0;0;
2004 49 1;340;39044850282;2;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;341;39044940986;6;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;342;39044850468;6;0;1;1;0;1;0;0;0;0;1;0;0;
2004 49 1;343;39044921039;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;344;39044740007;6;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;345;39045210158;6;0;0;0;0;0;0;0;0;0;0;1;0;
2004 49 1;346;39044921231;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;347;39044921234;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;348;39044750305;6;0;0;1;0;1;0;0;0;1;1;0;1;
2004 49 1;349;39044912252;6;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;350;39044740008;6;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;351;39044921220;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;352;39044921218;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;353;39044850352;6;0;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;354;39044921223;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;355;39044840470;6;0;0;0;1;1;0;0;0;1;1;0;0;
2004 49 1;356;39044921041;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;357;39044912427;6;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;358;39044740363;6;0;0;0;0;1;0;0;1;0;0;0;1;
2004 49 1;359;39044830089;6;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;360;39044750958;6;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;361;39044912268;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;362;39044840581;7;0;0;0;0;1;0;0;0;0;1;0;1;
2004 49 1;363;39044921431;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;364;39044810800;7;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;365;39044921228;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;366;39044840259;6;0;1;1;0;0;0;0;0;0;0;0;0;
2004 49 1;367;39044810479;6;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;368;39044930907;6;0;0;0;1;0;0;0;0;0;0;0;1;
2004 49 1;369;39044741207;6;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;370;39044921236;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;371;39044810365;6;0;0;1;0;1;0;0;0;0;0;0;1;
2004 49 1;372;39044921222;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;373;39044911613;6;0;0;0;0;1;1;0;0;1;0;0;0;
