Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;HPRC6;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;LPRC9;LPRC10;LPRC11;LPRC12;LPRC13;LPRC14;LPRC15;LPRC16;
2004 50 3;603;48045030643;5;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;
2004 50 3;604;48045030092;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 3;605;48045030763;5;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 50 3;606;48045020451;5;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 3;607;48045030122;5;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 3;608;48045020497;5;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 3;609;48045003769;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 50 3;610;48045020418;5;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 3;611;48045030064;5;1;1;1;1;0;0;1;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;
2004 50 3;612;48045030128;5;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 3;613;48045030144;5;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 3;614;48045030541;5;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
2004 50 3;615;48045030694;5;1;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 3;616;48045030129;5;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 3;617;48045020402;5;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 3;618;48045030675;5;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 50 3;619;48045030135;5;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 3;620;48045030705;5;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 3;621;48045030149;5;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 3;622;48045030091;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 3;623;48045030372;5;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;
2004 50 3;624;48045030090;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 3;625;48045030157;5;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 3;626;48045003768;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 50 3;627;48045020401;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 3;628;48045030035;5;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 3;629;48045030657;5;1;1;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;
2004 50 3;630;48045030114;5;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 3;631;48044930398;5;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;
2004 50 3;632;48045030465;5;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
2004 50 3;633;48045030389;5;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 3;634;48045030467;5;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 3;635;48045020531;5;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 3;636;48045030481;5;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 3;637;48045030386;5;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 3;638;48044930399;5;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;
2004 50 3;639;48045030430;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 3;640;48045030078;5;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 3;641;48045030087;5;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 3;642;48045030309;5;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 3;643;48045003770;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 50 3;644;48045030293;5;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 3;645;48045030461;5;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
2004 50 3;646;48045030734;5;1;1;1;1;1;0;1;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;
2004 50 3;647;48045030046;5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 3;648;48045020078;5;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 3;649;48045030047;5;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 3;650;48044804031;5;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 3;651;48044803585;4;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 50 4;1;48045040307;12;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;2;48045030766;12;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;3;48045040148;12;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;4;48045020561;12;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;5;48045040210;12;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;6;48045040475;12;1;1;1;1;1;0;1;1;0;0;0;1;1;1;1;1;1;0;0;0;0;0;
2004 50 4;7;48045040312;12;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;8;48045040504;8;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;9;48045040514;6;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 50 4;10;48045040438;6;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;
2004 50 4;11;48044940339;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 50 4;12;48045040002;6;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 50 4;13;48045040451;8;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;14;48045040047;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 50 4;15;48045040432;10;0;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;16;48045040045;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 50 4;17;48045040450;8;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;18;48045030048;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;19;48045040416;10;1;1;1;1;1;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;
2004 50 4;20;48045040250;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;21;48045040505;10;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;22;48045040160;10;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;23;48045040513;10;1;1;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;
2004 50 4;24;48045040468;10;0;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;25;48045040249;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;26;48045040477;10;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;27;48045040155;10;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;28;48045004063;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;29;48045040251;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;30;48045040442;3;0;1;1;1;0;0;1;1;0;0;0;1;0;1;1;1;1;0;1;0;0;0;
2004 50 4;31;48045030526;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;32;48045040490;3;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;
2004 50 4;33;48045040510;9;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;34;48045040471;3;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;
2004 50 4;35;48045040295;9;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;36;48045040489;3;1;1;1;1;1;0;1;1;0;0;0;1;1;1;1;1;1;0;1;0;0;0;
2004 50 4;37;48045040149;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;38;48045040170;9;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;39;48045030762;5;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;40;48045040197;5;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;41;48045030408;5;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;42;48045040516;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;43;48045030784;5;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;
2004 50 4;44;48045040194;5;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;45;48045030395;5;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;
2004 50 4;46;48045040206;5;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;47;48044930401;5;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;
2004 50 4;48;48045040239;5;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;49;48045040493;5;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;
2004 50 4;50;48045040235;10;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;51;48045004061;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;52;48045040231;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;53;48045040431;10;0;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;54;48045040223;10;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;55;48045040440;10;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;56;48045040083;10;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;57;48045030790;10;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;58;48045040186;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;59;48045040495;10;0;1;1;1;0;0;1;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;
2004 50 4;60;48045040465;10;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;61;48045040187;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;62;48045004062;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;63;48045040151;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;64;48045040473;10;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;65;48045040252;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;66;48045030396;10;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;
2004 50 4;67;48045040248;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;68;48045030786;10;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;69;48045040150;10;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;70;48045030719;10;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;71;48045040162;10;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;72;48045030716;10;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;73;48045040247;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;74;48044603683;3;1;1;1;1;1;0;1;1;0;0;0;1;0;1;1;1;1;0;1;0;0;0;
2004 50 4;75;48045030783;3;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;
2004 50 4;76;48044940133;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 50 4;77;48045040479;3;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;
2004 50 4;78;48045040092;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;79;48045040454;10;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;80;48045040141;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;81;48045040434;10;0;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;82;48045040114;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;83;48045030703;10;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;84;48045040221;10;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;85;48045004211;10;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;86;48045040105;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;87;48045040025;10;0;1;1;1;0;0;1;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;
2004 50 4;88;48045040381;10;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;89;48045040224;10;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;90;48045040447;8;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;91;48045030756;8;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;92;48045040517;11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;93;48045110370;2;1;1;1;1;1;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;
2004 50 4;94;48045040087;2;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;95;48045040463;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;96;48045040453;2;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;97;48045040265;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;98;48045040467;2;1;1;1;1;1;0;1;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;
2004 50 4;99;48045040452;2;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;100;48045040163;2;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;101;48045030706;2;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;102;48045040088;2;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;
2004 50 4;103;48045040422;2;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;
2004 50 4;104;48045040207;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;105;48045040503;2;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;106;48045040176;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;107;48045040502;8;0;1;1;1;1;0;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;
2004 50 4;108;48045004060;8;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;109;48045040300;9;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;110;48045030394;5;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;
2004 50 4;111;48045040161;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;112;48045030760;5;0;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;113;48045040205;5;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;114;48045030392;5;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;
2004 50 4;115;48045040127;10;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;116;48045030326;10;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;117;48045040196;10;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;118;48045040388;10;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;119;48045040132;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;120;48045040496;10;1;1;1;1;0;0;1;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;
2004 50 4;121;48045040189;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;122;48045030238;10;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;123;48045040188;10;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;124;48045030233;10;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;125;48045040164;10;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;126;48045040409;3;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;
2004 50 4;127;48045040385;3;1;1;0;0;1;0;1;1;0;1;0;1;0;1;0;0;0;0;1;0;0;0;
2004 50 4;128;48045040236;12;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;129;48045030704;12;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 50 4;130;48045040144;12;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;131;48045030723;12;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;132;48045040168;12;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;133;48045040085;12;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;134;48045040484;12;0;1;1;1;0;0;1;1;0;0;0;1;1;1;1;1;1;0;0;0;0;0;
2004 50 4;135;48045040310;12;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;136;48045030740;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
2004 50 4;137;48045040519;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;138;48045030125;4;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;139;48045040157;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;140;48045040051;4;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 50 4;141;48045040174;4;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;142;48045040456;4;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;143;48045040175;4;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;144;48045004110;4;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;145;48045040286;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2004 50 4;146;48045030787;4;1;1;1;1;0;0;1;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;
2004 50 4;147;48045040024;4;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;148;48045030237;10;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;149;48045040268;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;150;48045040460;10;0;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;151;48045040275;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;152;48045040414;10;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 50 4;153;48045040124;10;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;154;48045030671;10;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;
2004 50 4;155;48045040433;10;0;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;156;48045040217;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;157;48045030239;10;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;158;48045040254;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;159;48045110276;10;1;1;1;1;1;0;0;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;
2004 50 4;160;48045040234;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;161;48045040109;9;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2004 50 4;162;48045040448;8;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;163;48045040153;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;164;48045040446;8;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;
2004 50 4;165;48045040449;8;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;166;48045040106;9;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2004 50 4;167;48045030722;8;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 50 4;168;48045040258;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;169;48045040378;8;0;1;1;1;1;0;1;1;0;0;0;1;1;1;1;1;1;0;0;0;0;0;
2004 50 4;170;48045040256;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;171;48045030701;3;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;
2004 50 4;172;48045040301;9;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 50 4;173;48045040474;3;0;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;
2004 50 4;174;48045030730;3;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;
2004 50 4;175;48044940313;6;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;
2004 50 4;176;48045030746;3;0;1;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;
2004 50 4;177;48044940334;6;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 50 4;178;48044940414;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
