Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;HPRC6;HPRC7;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;LPRC9;LPRC10;LPRC11;
2004 49 2;240;24044920755;5;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;241;24044921041;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;242;24044921031;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;243;24044920550;8;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;244;24044921234;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;245;24044920715;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;246;24044920873;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;247;24044921241;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;248;24045040087;6;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 2;249;24044930465;6;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;250;24044921045;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;251;24044921054;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;252;24045040127;6;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;253;24044920872;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;254;24045150010;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
2004 49 2;255;24044920879;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;256;24045050038;8;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 2;257;24044921058;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;258;24044920887;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;259;24044920744;8;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;
2004 49 2;260;24044920876;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;261;24044930275;8;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;262;24044921398;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;263;24044920844;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;264;24044920992;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;265;24044830038;3;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;1;
2004 49 2;266;24044930460;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;267;24044920697;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;268;24044921367;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;269;24044840546;3;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;270;24044920720;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;271;24044921328;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;272;24044920743;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;273;24044920813;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 49 2;274;24044840534;3;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;275;24044921308;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;276;24044920730;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;277;24044921082;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;278;24044921257;11;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;279;24044921176;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;280;24044920305;11;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 2;281;24044920941;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;282;24044920834;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;283;24044920694;3;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;
2004 49 2;284;24044920826;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;285;24044930331;11;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;286;24044921167;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;287;24044920685;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;288;24044921393;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;289;24044921183;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;290;24044930333;11;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;291;24044921105;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;292;24044920816;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;293;24044920292;11;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;294;24044921187;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;295;24050120103;11;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;296;24044920891;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;297;24044920552;11;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 49 2;298;24044921072;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;299;24044920884;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;300;24044910885;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;301;24044940067;15;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;302;24044921365;4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;303;24044921333;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;304;24044921228;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;305;24044940038;8;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;306;24044920875;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;307;24044920731;12;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;
2004 49 2;308;24044921395;12;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 2;309;24044840131;12;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;1;
2004 49 2;310;24044920919;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;311;24044920910;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;312;24044921156;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;313;24044920289;11;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;314;24044921311;9;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;315;24045040219;9;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;316;24044921359;9;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;317;24044921348;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;318;24044920801;4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;319;24044920791;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;320;24045040316;15;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;321;24044921210;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;322;24044921126;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;323;24044921280;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;324;24044921205;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;325;24044920657;15;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;326;24044921287;8;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;327;24044920881;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;328;24044921235;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;329;24044921152;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;330;24044850170;8;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;331;24044911110;8;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;332;24044920880;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;333;24044920726;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;334;24044920871;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;335;24045040011;3;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;336;24044921317;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;337;24044920795;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;338;24044920703;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;339;24044930016;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;340;24045040300;3;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;
2004 49 2;341;24044920948;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;342;24044930467;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;343;24044921381;11;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;344;24044911348;11;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;345;24044920976;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;346;24044920927;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;347;24044920870;10;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;348;24050220010;10;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;349;24044910736;10;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;
2004 49 2;350;24044920781;10;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;351;24044920869;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;352;24044921217;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;353;24044850159;10;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;354;24044920686;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;355;24044921329;14;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;356;24044921394;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;357;24044930329;11;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;358;24044920817;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;359;24044920947;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;360;24044920908;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;361;24044910980;3;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;1;
2004 49 2;362;24044921319;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;363;24044911059;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;364;24044920521;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;365;24044920718;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;366;24044920789;3;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;367;24044920733;3;1;0;0;1;0;0;0;0;0;1;0;0;1;1;0;1;0;1;
2004 49 2;368;24044610856;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;369;24044920943;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;370;24044920303;11;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 2;371;24044920957;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;372;24044920717;11;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;373;24044921093;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;374;24044920924;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;375;24045120103;11;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;376;24044920937;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;377;24044920782;9;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;378;24044920415;9;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;379;24044910950;9;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;380;24044920492;9;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;381;24044921313;9;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;382;24044921304;9;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;
2004 49 2;383;24044910738;15;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;
2004 49 2;384;24044920531;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;385;24044910939;7;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;386;24044921324;14;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;387;24044850241;15;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;388;24044921336;7;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;389;24044920635;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;390;24044920644;7;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;391;24044920761;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;392;24044840532;3;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;393;24044910964;7;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;394;24044920501;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;395;24044911014;7;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;396;24044920739;3;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;397;24044840535;3;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;398;24044920883;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;399;24044921238;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;400;24044920874;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;401;24044850238;15;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;402;24044920096;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;403;24044921387;9;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;404;24044920877;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;405;24044921342;9;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 49 2;406;24044920775;9;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 2;407;24044920477;9;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;408;24045040162;9;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;409;24044920009;9;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 2;410;24044920497;9;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;411;24044921314;9;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;412;24044920756;9;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;413;24045050152;9;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;414;24044930381;9;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 49 2;415;24044920193;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;416;24044920885;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;417;24044920417;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;418;24050240002;15;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;419;24044921364;4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;420;24044921175;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;421;24044921252;11;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;422;24044920905;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;423;24044920302;11;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 2;424;24044920836;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;425;24044920786;11;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;426;24044921109;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;427;24044930332;11;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;428;24044920912;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;429;24044921100;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;430;24044920800;3;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0;0;
2004 49 2;431;24044911703;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 2;432;24044921141;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;433;24044921034;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;434;24044920414;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;435;24044921369;12;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 2;436;24044920676;15;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;437;24044921232;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;438;24044920063;15;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;439;24044920803;15;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;440;24044930336;15;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;441;24044920498;15;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;442;24045210106;15;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;443;24044920787;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;444;24044930338;15;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;445;24044921200;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;446;24044921281;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;447;24044920689;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;448;24044920547;15;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;449;24044921022;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;450;24044920863;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;451;24044920114;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;452;24044920503;9;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;453;24045050151;9;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;454;24044920643;9;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;455;24044930445;9;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;456;24045050149;9;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;457;24044930383;9;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;458;24044921357;9;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 2;459;24044920945;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;460;24044930328;11;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;461;24044921180;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;462;24044920897;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;463;24044920291;11;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;464;24044921155;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;465;24044920042;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;466;24044920683;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;467;24044930191;4;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;468;24044920980;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;469;24044921207;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;470;24044921400;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;471;24044921026;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;472;24044930441;12;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;473;24044921099;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;474;24044920815;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;475;24044921322;14;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;476;24044920785;14;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;477;24044920515;14;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;478;24044920067;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;479;24044921044;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;480;24044920551;14;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;481;24044920504;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 49 2;482;24044920487;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;483;24050120105;8;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;484;24044921242;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;485;24045050132;8;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;486;24044921146;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;487;24044921057;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;488;24044920776;8;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 2;489;24044920939;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;490;24044920548;11;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;491;24044921390;11;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;492;24044920840;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;493;24044920709;11;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 2;494;24044930012;11;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;495;24044921157;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;496;24044920767;11;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;
2004 49 2;497;24044920630;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 2;498;24044850115;11;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;499;24044921399;14;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;
2004 49 2;500;24044921385;14;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
