Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;
2004 49 2;318;23044930182;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;319;23044921062;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;320;23044921010;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;321;23044921100;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;322;23044921079;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;323;23044750220;1;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;324;23044921007;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;325;23044920805;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;326;23044930183;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;327;23044920959;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;328;23044920917;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;329;23044920988;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;330;23044720145;6;0;0;0;1;0;0;0;0;0;1;0;0;
2004 49 2;331;23044640301;6;0;0;1;0;0;1;0;1;0;0;0;1;
2004 49 2;332;23044920918;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;333;23044920976;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;334;23044921162;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;335;23044920397;6;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;336;23044921164;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;337;23044640358;6;0;0;1;0;0;1;0;1;0;0;0;0;
2004 49 2;338;23044921180;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;339;23044920585;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;340;23044920487;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;341;23044640040;8;0;0;0;1;0;1;1;0;0;0;0;1;
2004 49 2;342;23044920768;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;343;23044920769;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;344;23044920583;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;345;23044930555;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;346;23044920356;13;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;347;23044820169;9;1;0;0;1;0;0;0;0;0;1;0;0;
2004 49 2;348;23044920462;9;0;0;0;0;0;1;1;0;0;0;0;1;
2004 49 2;349;23044921052;9;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;350;23044921044;9;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;351;23044921048;9;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;352;23044921055;9;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;353;23044720065;9;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;354;23044920387;10;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;355;23044921136;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;356;23044920746;10;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;357;23044920465;10;0;0;0;0;0;0;0;0;1;1;0;0;
2004 49 2;358;23044921145;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;359;23044640509;10;0;0;1;0;0;1;0;1;0;0;0;0;
2004 49 2;360;23044920950;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;361;23044920732;10;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;362;23044921118;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;363;23044920384;10;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;364;23044630180;8;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;365;23044920989;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;366;23044920922;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;367;23044640432;6;0;0;1;0;0;1;0;1;0;0;0;0;
2004 49 2;368;23044921179;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;369;23044930239;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;370;23044920391;6;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;371;23044810073;6;0;0;0;1;0;0;0;0;0;0;0;1;
2004 49 2;372;23044920935;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;373;23044920727;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;374;23044921165;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;375;23044640406;4;0;0;1;0;0;1;0;1;0;1;0;0;
2004 49 2;376;23044920435;4;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;377;23044920207;9;0;1;0;1;0;0;0;0;0;0;0;0;
2004 49 2;378;23044920658;9;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;379;23044920512;5;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;380;23044920449;5;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;381;23044920489;5;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;382;23044640254;4;0;0;1;0;0;1;0;1;0;0;0;0;
2004 49 2;383;23044920180;8;1;0;0;1;0;0;0;0;0;0;1;0;
2004 49 2;384;23044920843;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;385;23044921066;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;386;23044930169;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;387;23044921264;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;388;23044640423;1;0;0;1;0;0;1;0;1;1;0;0;0;
2004 49 2;389;23044920842;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;390;23044920994;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;391;23044920795;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;392;23044920595;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;393;23044810191;1;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;394;23044921006;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;395;23044921278;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;396;23044930171;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;397;23044640295;1;0;0;1;0;0;1;0;1;1;1;0;0;
2004 49 2;398;23044921270;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;399;23044710122;3;1;0;0;1;0;0;0;0;0;0;0;1;
2004 49 2;400;23044920476;3;0;0;0;0;1;1;1;0;0;0;0;0;
2004 49 2;401;23044920850;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;402;23044921103;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;403;23044920612;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;404;23044920817;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;405;23044920837;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;406;23044640394;1;0;0;0;0;0;1;0;1;0;0;0;0;
2004 49 2;407;23044921083;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;408;23044920412;1;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;409;23044921256;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;410;23044920563;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;411;23044921252;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;412;23044920774;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;413;23044920757;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;414;23044750243;8;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;415;23044920566;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;416;23044921255;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;417;23044920554;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;418;23044920762;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;419;23044920767;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;420;23044920773;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;421;23044740134;8;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;422;23044920783;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;423;23044920570;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;424;23044920764;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;425;23044920782;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;426;23044921246;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;427;23044640215;8;0;0;1;1;0;1;1;0;0;0;0;0;
2004 49 2;428;23044920444;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;429;23044921239;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;430;23044921237;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;431;23044920549;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;432;23044921235;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;433;23044810173;8;1;0;0;1;0;0;0;0;1;0;0;0;
2004 49 2;434;23044920332;13;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;435;23044640306;6;0;0;1;0;0;1;0;1;0;0;0;0;
2004 49 2;436;23044920648;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;437;23044921163;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;438;23044920721;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;439;23044920923;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;440;23044640500;6;0;0;0;0;0;1;0;1;0;0;0;0;
2004 49 2;441;23044920228;6;0;1;1;1;0;0;0;0;0;1;0;1;
2004 49 2;442;23044920973;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;443;23044921170;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;444;23044920975;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;445;23044921169;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;446;23044640444;11;0;0;0;0;0;1;0;1;0;0;0;0;
2004 49 2;447;23044920875;11;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;448;23044810186;11;0;0;1;1;0;0;0;0;0;0;1;1;
2004 49 2;449;23044920608;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;450;23044920801;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;451;23044920492;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;452;23044921265;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;453;23044920403;1;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;454;23044920798;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;455;23044750219;1;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;456;23044921084;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;457;23044920635;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;458;23044920846;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;459;23044920504;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;460;23044920627;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;461;23044750161;2;0;0;0;1;0;0;0;0;0;0;1;0;
2004 49 2;462;23044640440;13;0;0;1;0;0;1;0;1;0;0;0;0;
2004 49 2;463;23044920368;13;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;464;23044920443;8;1;0;0;0;0;0;0;0;0;0;0;1;
2004 49 2;465;23044920766;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;466;23044920756;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;467;23044920564;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;468;23044650040;8;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;469;23044920551;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;470;23044920544;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;471;23044920580;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;472;23044920340;13;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;473;23044920468;3;0;0;0;0;1;1;1;0;0;0;0;0;
2004 49 2;474;23044630108;2;1;0;1;1;0;0;0;0;0;0;1;1;
2004 49 2;475;23044921139;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;476;23044640319;10;0;0;0;0;0;1;0;1;0;0;0;0;
2004 49 2;477;23044920942;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;478;23044921146;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;479;23044920346;13;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;480;23044750231;2;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;481;23044920607;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;482;23044920865;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;483;23044920823;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;484;23044921102;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;485;23044921283;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;486;23044650277;1;0;0;1;1;0;0;0;0;0;1;0;0;
2004 49 2;487;23044920525;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;488;23044921106;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;489;23044920616;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;490;23044930167;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;491;23044921286;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;492;23044930305;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;493;23044750245;8;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;494;23044920550;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;495;23044930307;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;496;23044920579;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;497;23044921238;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;498;23044920568;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;499;23044640136;8;1;0;1;1;0;0;0;0;0;1;0;1;
2004 49 2;500;23044921247;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;501;23044920574;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;502;23044920333;13;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;503;23044921046;9;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;504;23044920656;9;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;505;23044720258;9;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;506;23044920653;9;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;507;23044921050;9;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;508;23044921040;9;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;509;23044920659;9;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;510;23044920668;9;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;511;23044710138;9;0;0;0;1;0;0;0;0;0;0;0;1;
2004 49 2;512;23044930521;12;0;0;1;0;0;1;1;0;0;0;0;0;
2004 49 2;513;23044920361;13;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;514;23044920742;10;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;515;23044920944;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;516;23044920954;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;517;23044640810;1;0;0;0;0;0;1;0;1;0;1;0;0;
2004 49 2;518;23044920152;1;1;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;519;23044921277;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;520;23044920603;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;521;23044920836;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;522;23044920522;1;0;0;0;0;1;1;1;0;0;0;0;0;
2004 49 2;523;23044930161;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;524;23044750222;1;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;525;23044920519;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;526;23044920789;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;527;23044920637;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;528;23044920849;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;529;23044921064;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;530;23044920404;1;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;531;23044750074;8;0;0;0;1;0;0;0;0;0;1;0;1;
2004 49 2;532;23044920514;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;533;23044920567;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;534;23044920761;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;535;23044920543;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;536;23044920788;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;537;23044750241;8;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;538;23044920357;13;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;539;23044920787;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;540;23044920777;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;541;23044920561;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;542;23044920785;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;543;23044750242;8;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;544;23044920553;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;545;23044930572;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;546;23044920587;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;547;23044921233;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;548;23044920786;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;549;23044810052;8;1;0;1;1;0;0;0;0;1;0;0;1;
2004 49 2;550;23044920572;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;551;23044921251;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;552;23044930225;13;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;553;23044920501;2;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;554;23044920499;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;555;23044640341;2;0;0;1;0;0;1;0;1;0;0;0;0;
2004 49 2;556;23044650173;2;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;557;23044920604;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;558;23044920867;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;559;23044920995;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;560;23044930202;13;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;561;23044640830;4;0;0;1;0;0;1;0;1;0;0;0;0;
2004 49 2;562;23044820081;4;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;563;23044920998;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;564;23044920828;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;565;23044920851;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;566;23044920853;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;567;23044930179;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;568;23044920816;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;569;23044640139;2;0;0;1;1;0;0;0;0;1;0;0;0;
2004 49 2;570;23044920528;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;571;23044640446;2;0;0;0;0;0;1;0;1;0;0;0;0;
2004 49 2;572;23044920497;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;573;23044920455;2;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;574;23044930149;2;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;575;23044750252;2;1;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;576;23044920538;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;577;23044920833;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;578;23044920615;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;579;23044920840;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;580;23044640375;1;0;0;0;0;0;1;0;1;0;0;0;0;
2004 49 2;581;23044750232;2;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;582;23044921149;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;583;23044920729;10;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;584;23044921121;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;585;23044921143;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;586;23044920947;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;587;23044920433;10;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;588;23044921127;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;589;23044920740;10;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;590;23044921135;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;591;23044920738;10;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;592;23044921110;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;593;23044921109;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;594;23044921142;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;595;23044650188;10;0;0;1;1;0;0;0;0;0;1;0;0;
2004 49 2;596;23044640352;10;0;0;0;0;0;1;0;1;0;0;0;1;
2004 49 2;597;23044920939;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;598;23044910464;10;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;599;23044921129;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;600;23044920730;10;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;601;23044750226;2;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;602;23044920986;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;603;23044930246;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;604;23044920728;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;605;23044920317;6;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;606;23044920714;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;607;23044750230;2;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;608;23044920858;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;609;23044920619;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;610;23044920834;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;611;23044921285;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;612;23044930164;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;613;23044750224;2;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;614;23044920990;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;615;23044920503;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;616;23044920982;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;617;23044921157;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;618;23044920930;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;619;23044920230;6;0;1;1;1;0;1;1;0;0;0;0;1;
2004 49 2;620;23044921175;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;621;23044920921;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;622;23044920926;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;623;23044920436;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;624;23044920441;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;625;23044640505;6;0;0;1;0;0;1;0;1;0;0;0;0;
2004 49 2;626;23044920252;6;0;0;0;1;0;1;1;0;0;0;0;0;
2004 49 2;627;23044930256;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;628;23044920722;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;629;23044921167;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;630;23044920716;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;631;23044920316;6;1;1;1;0;0;0;0;0;0;0;0;0;
2004 49 2;632;23044920725;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;633;23044920928;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;634;23044920717;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;635;23044930240;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;636;23044920719;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;637;23044750234;2;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;638;23044920623;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;639;23044921071;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;640;23044930187;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;641;23044920521;1;0;0;0;0;1;1;1;0;0;0;0;0;
2004 49 2;642;23044920824;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;643;23044710106;1;1;0;1;1;0;0;0;0;1;0;0;1;
2004 49 2;644;23044920855;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;645;23044920591;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;646;23044921092;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;647;23044920415;1;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;648;23044921069;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;649;23044920218;1;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;650;23044640537;1;0;0;1;0;0;1;0;1;0;0;0;0;
2004 49 2;651;23044920872;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;652;23044920609;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;653;23044920841;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;654;23044920640;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;655;23044930168;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;656;23044920628;1;0;0;0;0;0;1;1;0;0;0;0;0;
