Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;
2004 51 1;357;656044950006;2;1;0;0;0;0;0;0;0;
2004 51 1;358;656045030113;2;0;0;0;0;0;0;1;0;
2004 51 1;359;656045030174;2;0;0;0;0;0;0;1;0;
2004 51 1;360;656045030373;2;0;0;0;0;0;0;0;0;
2004 51 1;361;656044930099;2;0;0;1;0;0;0;1;0;
2004 51 1;362;656045094033;3;1;0;0;1;0;0;0;0;
2004 51 1;363;656045120144;3;0;1;0;0;0;0;0;1;
2004 51 1;364;656050220150;3;0;0;0;0;0;0;1;0;
2004 51 1;365;656045020126;3;0;0;0;0;0;0;0;0;
2004 51 1;366;656044920308;3;0;1;0;0;0;0;0;0;
2004 51 1;367;656045120030;3;1;0;0;0;0;0;0;0;
2004 51 1;368;656045120104;3;0;1;0;0;0;0;0;1;
2004 51 1;369;656045020248;3;0;0;0;0;0;0;0;0;
2004 51 1;370;656045020120;3;0;0;0;0;0;0;0;0;
2004 51 1;371;656050220147;3;0;0;0;0;0;0;1;0;
2004 51 1;372;656045193960;3;1;0;0;0;0;0;0;0;
2004 51 1;373;656045120229;3;0;1;0;1;0;0;0;1;
2004 51 1;374;656050220156;3;0;0;0;0;0;0;1;0;
2004 51 1;375;656050240104;3;0;1;0;0;0;0;0;0;
2004 51 1;376;656044920016;3;1;0;0;0;0;0;0;0;
2004 51 1;377;656045120117;3;0;1;0;0;0;0;0;1;
2004 51 1;378;656045030111;2;0;0;0;0;0;0;1;0;
2004 51 1;379;656045030185;2;0;0;0;0;0;0;1;0;
2004 51 1;380;656045030374;2;0;0;0;0;0;0;0;0;
2004 51 1;381;656045130060;2;1;0;0;1;0;0;0;0;
2004 51 1;382;656044950062;2;0;0;0;0;0;0;1;0;
2004 51 1;383;656045130146;2;0;1;0;0;0;0;0;1;
2004 51 1;384;656045030250;2;0;0;0;0;0;0;1;0;
2004 51 1;385;656044950109;2;0;0;0;0;0;0;1;0;
2004 51 1;386;656045130089;2;0;0;0;0;0;0;0;0;
2004 51 1;387;656050220016;2;1;0;0;1;0;0;0;0;
2004 51 1;388;656045030216;2;0;0;0;0;0;0;1;0;
2004 51 1;389;656045130269;2;0;1;0;0;0;0;0;1;
2004 51 1;390;656044930158;2;0;0;1;0;0;0;1;0;
2004 51 1;391;656045130239;2;0;1;0;0;0;0;0;0;
2004 51 1;392;656045030263;2;0;0;0;0;0;0;1;0;
2004 51 1;393;656045030182;2;1;0;0;1;0;0;0;0;
2004 51 1;394;656045030126;2;0;0;0;0;0;0;1;0;
2004 51 1;395;656045130122;2;0;1;0;0;0;0;0;1;
2004 51 1;396;656045030217;2;0;0;0;0;0;0;1;0;
2004 51 1;397;656044950100;2;0;0;0;0;0;0;1;0;
2004 51 1;398;656050240017;2;1;0;0;1;1;0;0;0;
2004 51 1;399;656045110097;7;0;0;0;0;0;0;0;0;
2004 51 1;400;656044950128;7;0;0;0;0;0;0;0;0;
2004 51 1;401;656044950054;7;0;0;0;0;0;0;0;0;
2004 51 1;402;656050494070;7;0;0;0;0;0;0;1;0;
2004 51 1;403;656045110191;7;0;0;0;0;0;0;0;0;
2004 51 1;404;656045050033;7;1;0;0;1;0;0;0;0;
2004 51 1;405;656050220072;7;0;0;0;0;0;0;1;0;
2004 51 1;406;656045110295;7;0;1;0;0;0;0;0;1;
2004 51 1;407;656045120101;7;0;0;0;0;0;0;0;0;
2004 51 1;408;656045110172;7;0;0;0;0;0;0;0;0;
2004 51 1;409;656050220090;7;0;0;0;0;0;0;1;0;
2004 51 1;410;656044950014;7;0;0;0;0;0;0;0;0;
2004 51 1;411;656045040177;7;1;0;0;1;0;0;0;0;
2004 51 1;412;656050220076;7;0;0;0;0;0;0;1;0;
2004 51 1;413;656050410100;7;0;1;0;0;0;0;0;0;
2004 51 1;414;656050220224;7;0;0;0;0;0;0;1;0;
2004 51 1;415;656044950009;7;0;0;0;0;0;0;0;0;
2004 51 1;416;656045110013;3;1;0;0;0;0;0;0;0;
2004 51 1;417;656044950070;2;0;0;0;0;0;0;1;0;
2004 51 1;418;656050410105;2;0;0;0;1;0;0;0;1;
2004 51 1;419;656044930226;2;0;0;1;0;0;0;1;0;
2004 51 1;420;656045120198;3;0;1;0;0;0;0;0;0;
2004 51 1;421;656045110073;3;1;0;0;0;0;0;0;0;
2004 51 1;422;656045020259;3;0;0;0;0;0;0;0;0;
2004 51 1;423;656050220141;3;0;0;0;0;0;0;1;0;
2004 51 1;424;656045120202;3;0;1;0;0;0;0;0;1;
2004 51 1;425;656045020273;3;0;0;0;0;0;0;0;0;
2004 51 1;426;656045094007;3;1;0;0;1;0;0;0;0;
2004 51 1;427;656050240114;3;0;1;0;0;0;0;0;0;
2004 51 1;428;656050220151;3;0;0;0;0;0;0;1;0;
2004 51 1;429;656045020286;3;0;0;0;0;0;0;0;0;
2004 51 1;430;656045120211;3;0;1;0;0;0;0;0;1;
2004 51 1;431;656045010086;3;1;0;0;0;0;0;0;0;
2004 51 1;432;656045020173;3;0;0;0;0;0;0;0;0;
2004 51 1;433;656044920304;3;0;1;0;0;0;0;0;0;
2004 51 1;434;656045020299;3;0;0;0;0;0;0;0;0;
2004 51 1;435;656050220139;3;0;1;0;1;0;0;0;1;
2004 51 1;436;656045010085;3;1;0;0;0;0;0;0;0;
2004 51 1;437;656045020308;3;0;0;0;0;0;0;0;0;
2004 51 1;438;656045120098;3;0;1;0;0;0;0;0;1;
2004 51 1;439;656050220143;3;0;0;0;0;0;0;1;0;
2004 51 1;440;656045120076;3;0;0;0;0;0;0;0;0;
2004 51 1;441;656045120064;3;0;0;0;0;0;0;0;0;
2004 51 1;442;656045110039;3;1;0;0;0;0;0;0;0;
2004 51 1;443;656044950063;3;0;0;0;0;0;0;0;0;
2004 51 1;444;656045120192;3;0;1;0;0;0;0;0;1;
2004 51 1;445;656045020193;3;0;0;0;0;0;0;0;0;
2004 51 1;446;656045020319;3;0;0;0;0;0;0;0;0;
2004 51 1;447;656045110048;3;1;0;0;1;0;0;0;0;
2004 51 1;448;656045120204;3;0;1;0;0;0;0;0;1;
2004 51 1;449;656045030106;2;0;0;0;0;0;0;1;0;
2004 51 1;450;656045130041;2;0;0;0;0;0;0;0;0;
2004 51 1;451;656045030175;2;0;0;0;0;0;0;1;0;
2004 51 1;452;656044930174;2;0;0;1;0;0;0;1;0;
2004 51 1;453;656045193942;3;1;0;0;0;0;0;0;0;
2004 51 1;454;656045110158;7;0;0;0;0;0;0;0;0;
2004 51 1;455;656045040029;7;0;0;0;0;0;0;1;0;
2004 51 1;456;656050410070;7;0;1;0;0;0;0;0;0;
2004 51 1;457;656045040178;7;0;0;0;0;0;0;1;0;
2004 51 1;458;656045050030;7;1;0;0;1;1;0;0;0;
2004 51 1;459;656045120240;7;0;0;0;0;0;0;0;0;
2004 51 1;460;656045040049;7;0;0;0;0;0;0;1;0;
2004 51 1;461;656044950036;7;0;0;0;0;0;0;0;0;
2004 51 1;462;656044940298;7;0;0;0;0;0;0;0;0;
2004 51 1;463;656050220103;7;0;0;0;0;0;0;1;0;
2004 51 1;464;656045110030;3;1;0;0;0;0;0;0;0;
2004 51 1;465;656045120145;3;0;1;0;0;0;0;0;1;
2004 51 1;466;656045120077;3;0;0;0;0;0;0;0;0;
2004 51 1;467;656045120078;3;0;0;0;0;0;0;0;0;
2004 51 1;468;656045120156;3;0;1;0;0;0;0;0;1;
2004 51 1;469;656045093998;3;1;0;0;1;0;0;0;0;
2004 51 1;470;656050240121;3;0;1;0;0;0;0;0;0;
2004 51 1;471;656050220087;3;0;0;0;0;0;0;1;0;
2004 51 1;472;656045020325;3;0;0;0;0;0;0;0;0;
2004 51 1;473;656045120154;3;0;1;0;0;0;0;0;1;
2004 51 1;474;656045060051;3;1;0;0;0;0;0;0;0;
2004 51 1;475;656045020211;3;0;0;0;0;0;0;0;0;
2004 51 1;476;656045120235;3;0;1;0;0;0;0;0;1;
2004 51 1;477;656045020197;3;0;0;0;0;0;0;1;0;
2004 51 1;478;656045120122;3;0;1;0;0;0;0;0;0;
2004 51 1;479;656045093990;3;1;0;0;1;0;0;0;0;
2004 51 1;480;656050240041;3;0;1;0;0;0;0;0;0;
2004 51 1;481;656045020212;3;0;0;0;0;0;0;0;0;
2004 51 1;482;656045120203;3;0;1;0;0;0;0;0;1;
2004 51 1;483;656045020087;3;0;0;0;0;0;0;0;0;
2004 51 1;484;656045110055;3;1;0;0;0;0;0;0;0;
2004 51 1;485;656045120115;3;0;1;0;0;0;0;0;1;
2004 51 1;486;656044830169;2;0;0;1;0;0;0;1;0;
2004 51 1;487;656045030224;2;0;0;0;0;0;0;1;0;
2004 51 1;488;656050220183;2;0;1;0;0;0;0;0;0;
2004 51 1;489;656050220017;2;1;0;0;1;0;0;0;0;
2004 51 1;490;656045030178;2;0;0;0;0;0;0;1;0;
2004 51 1;491;656045030225;2;0;0;0;0;0;0;1;0;
2004 51 1;492;656045130227;2;0;0;0;0;0;0;0;0;
2004 51 1;493;656045130173;2;0;1;0;0;0;0;0;1;
2004 51 1;494;656045030179;2;0;0;0;0;0;0;1;0;
2004 51 1;495;656045030107;2;1;0;0;1;0;1;0;0;
2004 51 1;496;656045030184;2;0;0;0;0;0;0;1;0;
2004 51 1;497;656050220158;2;0;1;0;0;0;0;0;0;
2004 51 1;498;656050220130;2;0;0;0;0;0;0;1;0;
2004 51 1;499;656050220138;2;0;0;0;0;0;0;1;0;
2004 51 1;500;656044950002;2;1;0;0;0;0;0;0;0;
2004 51 1;501;656050220135;2;0;0;0;0;0;0;1;0;
2004 51 1;502;656050220155;2;0;1;0;0;0;0;0;1;
2004 51 1;503;656050220112;2;0;0;0;0;0;0;1;0;
2004 51 1;504;656050220105;2;0;0;0;0;0;0;1;0;
2004 51 1;505;656050240037;2;1;0;0;1;1;0;0;0;
2004 51 1;506;656044950212;7;0;0;0;0;0;0;0;0;
2004 51 1;507;656050220109;7;0;0;0;0;0;0;1;0;
2004 51 1;508;656050410075;7;0;1;0;0;0;0;0;0;
2004 51 1;509;656044950241;7;0;0;0;0;0;0;0;0;
2004 51 1;510;656050220191;7;0;0;0;0;0;0;1;0;
2004 51 1;511;656050410083;7;0;1;0;0;0;0;0;0;
2004 51 1;512;656050220020;7;1;0;0;1;0;0;0;0;
2004 51 1;513;656050220069;7;0;0;0;0;0;0;1;0;
2004 51 1;514;656050410080;7;0;1;0;0;0;0;0;0;
2004 51 1;515;656045120092;7;0;0;0;0;0;0;0;0;
2004 51 1;516;656044892250;7;0;0;1;0;0;0;1;0;
2004 51 1;517;656045110304;7;0;1;0;0;0;0;0;1;
2004 51 1;518;656045050026;7;1;0;0;1;0;0;0;0;
2004 51 1;519;656050220184;7;0;0;0;0;0;0;1;0;
2004 51 1;520;656044930389;7;0;1;0;0;0;0;0;0;
2004 51 1;521;656045120097;7;0;0;0;0;0;0;0;0;
2004 51 1;522;656050220195;7;0;0;0;0;0;0;1;0;
2004 51 1;523;656045120021;7;1;0;0;1;0;0;0;0;
2004 51 1;524;656045120125;7;0;0;0;0;0;0;0;0;
2004 51 1;525;656045120123;7;0;0;0;0;0;0;0;0;
2004 51 1;526;656050220185;7;0;0;0;0;0;0;1;0;
2004 51 1;527;656045120181;3;0;1;0;0;0;0;0;1;
2004 51 1;528;656045193944;3;1;0;0;0;0;0;0;0;
2004 51 1;529;656044920313;3;0;1;0;0;0;0;0;0;
2004 51 1;530;656045020085;3;0;0;0;0;0;0;0;0;
2004 51 1;531;656045020144;3;0;0;0;0;0;0;0;0;
2004 51 1;532;656045120152;3;0;1;0;0;0;0;0;1;
2004 51 1;533;656045094045;3;1;0;0;1;0;0;0;0;
2004 51 1;534;656045020141;3;0;0;0;0;0;0;0;0;
2004 51 1;535;656044950075;3;0;0;0;0;0;0;0;0;
2004 51 1;536;656050240092;3;0;1;0;0;0;0;0;0;
2004 51 1;537;656045020112;3;0;0;0;0;0;0;1;0;
2004 51 1;538;656045120150;3;0;1;0;0;0;0;0;1;
2004 51 1;539;656045110022;3;1;0;0;0;0;0;0;0;
2004 51 1;540;656045020138;3;0;0;0;0;0;0;0;0;
2004 51 1;541;656045120241;3;0;1;0;0;0;0;0;1;
2004 51 1;542;656045020246;3;0;0;0;0;0;0;1;0;
2004 51 1;543;656044920303;3;0;1;0;0;0;0;0;0;
2004 51 1;544;656045094040;3;1;0;0;1;0;0;0;0;
2004 51 1;545;656045020137;3;0;0;0;0;0;0;0;0;
2004 51 1;546;656045020122;3;0;0;0;0;0;0;0;0;
2004 51 1;547;656045120237;3;0;1;0;0;0;0;0;1;
2004 51 1;548;656045020127;3;0;0;0;0;0;0;1;0;
2004 51 1;549;656045020183;3;0;0;0;0;0;0;0;0;
2004 51 1;550;656044920302;3;0;1;0;0;0;0;0;0;
2004 51 1;551;656045093991;3;1;0;0;1;0;0;0;0;
2004 51 1;552;656045120196;3;0;1;0;0;0;0;0;1;
2004 51 1;553;656045020159;3;0;0;0;0;0;0;0;0;
2004 51 1;554;656044920305;3;0;1;0;0;0;0;0;0;
2004 51 1;555;656045020199;3;0;0;0;0;0;0;0;0;
2004 51 1;556;656045060054;3;1;0;0;0;0;0;0;0;
2004 51 1;557;656045020209;3;0;0;0;0;0;0;0;0;
2004 51 1;558;656050220192;3;0;1;0;1;0;0;0;1;
2004 51 1;559;656045020117;3;0;0;0;0;0;0;1;0;
2004 51 1;560;656050240056;3;0;1;0;0;0;0;0;0;
2004 51 1;561;656045193943;3;1;0;0;0;0;0;0;0;
2004 51 1;562;656045120224;3;0;1;0;0;0;0;0;1;
2004 51 1;563;656045020136;3;0;0;0;0;0;0;0;0;
2004 51 1;564;656045020147;3;0;0;0;0;0;0;0;0;
2004 51 1;565;656050220088;3;0;1;0;0;0;0;0;0;
2004 51 1;566;656045094015;3;1;0;0;1;0;0;0;0;
2004 51 1;567;656045120187;3;0;1;0;0;0;0;0;1;
2004 51 1;568;656045020124;3;0;0;0;0;0;0;0;0;
2004 51 1;569;656044940068;3;0;0;1;0;0;0;1;0;
2004 51 1;570;656045120234;3;0;1;0;0;0;0;0;1;
2004 51 1;571;656045094036;3;1;0;0;0;0;0;0;0;
2004 51 1;572;656045020257;3;0;0;0;0;0;0;0;0;
2004 51 1;573;656050220170;3;0;1;0;0;0;0;0;0;
2004 51 1;574;656045020174;3;0;0;0;0;0;0;1;0;
2004 51 1;575;656050220163;3;0;1;0;1;0;0;0;1;
2004 51 1;576;656045193927;3;1;0;0;0;0;0;0;0;
2004 51 1;577;656050220113;3;0;1;0;0;0;0;0;0;
2004 51 1;578;656045020210;3;0;0;0;0;0;0;0;0;
2004 51 1;579;656045120095;3;0;1;0;0;0;0;0;1;
2004 51 1;580;656045020181;3;0;0;0;0;0;0;0;0;
2004 51 1;581;656045120109;3;0;1;0;0;0;0;0;1;
2004 51 1;582;656045110061;3;1;0;0;1;0;0;0;0;
2004 51 1;583;656045020253;3;0;0;0;0;0;0;0;0;
2004 51 1;584;656044950053;3;0;0;0;0;0;0;0;0;
2004 51 1;585;656050220164;3;0;0;0;0;0;0;1;0;
2004 51 1;586;656045120195;3;0;1;0;0;0;0;0;1;
2004 51 1;587;656045193928;3;1;0;0;0;0;0;0;0;
2004 51 1;588;656050220142;3;0;1;0;0;0;0;0;1;
2004 51 1;589;656045020178;3;0;0;0;0;0;0;0;0;
2004 51 1;590;656050220167;3;0;1;0;0;0;0;0;0;
2004 51 1;591;656050220127;3;0;0;0;0;0;0;1;0;
2004 51 1;592;656045093983;3;1;0;0;1;0;0;0;0;
2004 51 1;593;656050220146;3;0;1;0;0;0;0;0;1;
2004 51 1;594;656050220160;3;0;0;0;0;0;0;1;0;
2004 51 1;595;656050220157;3;0;1;0;0;0;0;0;0;
2004 51 1;596;656044950069;3;0;0;0;0;0;0;0;0;
2004 51 1;597;656050220115;3;0;0;0;0;0;0;1;0;
2004 51 1;598;656050220152;3;0;1;0;0;0;0;0;1;
2004 51 1;599;656045094027;3;1;0;0;1;0;0;0;0;
2004 51 1;600;656045120073;3;0;0;0;0;0;0;0;0;
2004 51 1;601;656045120126;3;0;0;0;0;0;0;0;0;
2004 51 1;602;656050220071;3;0;1;0;0;0;0;0;1;
2004 51 1;603;656050220136;3;0;0;0;0;0;0;1;0;
2004 51 1;604;656045120110;3;0;0;0;0;0;0;0;0;
2004 51 1;605;656045060049;3;1;0;0;0;0;0;0;0;
2004 51 1;606;656050220137;3;0;1;0;0;0;0;0;0;
2004 51 1;607;656050340170;3;0;0;0;1;0;0;0;1;
2004 51 1;608;656044930102;2;0;0;1;0;0;0;1;0;
2004 51 1;609;656050220210;2;0;1;0;0;0;0;0;0;
2004 51 1;610;656050220154;2;0;0;0;0;0;0;1;0;
2004 51 1;611;656045060074;3;1;0;0;0;0;0;0;0;
2004 51 1;612;656050494018;6;1;0;0;1;1;0;0;0;
2004 51 1;613;656050240044;6;0;1;0;0;0;0;0;1;
2004 51 1;614;656044940273;6;0;0;0;0;0;0;1;0;
2004 51 1;615;656050240147;6;0;1;0;0;0;0;0;0;
2004 51 1;616;656044940265;6;0;0;0;0;0;0;0;0;
2004 51 1;617;656045060077;6;1;0;0;0;0;0;0;0;
2004 51 1;618;656050240129;6;0;1;0;0;0;0;0;1;
2004 51 1;619;656050230099;6;0;0;0;0;0;0;0;0;
2004 51 1;620;656050220024;6;0;1;0;0;0;0;0;0;
2004 51 1;621;656050230002;6;0;0;0;0;0;0;0;0;
2004 51 1;622;656045120013;6;1;0;0;1;0;0;0;0;
2004 51 1;623;656050240076;6;0;1;0;0;0;0;0;1;
2004 51 1;624;656044940296;6;0;0;0;0;0;0;1;0;
2004 51 1;625;656050220066;6;0;1;0;0;0;0;0;0;
2004 51 1;626;656050240057;6;0;0;0;0;0;0;0;0;
2004 51 1;627;656045060053;6;1;0;0;0;0;0;0;0;
2004 51 1;628;656050240074;6;0;1;0;0;0;0;0;1;
2004 51 1;629;656050230004;6;0;0;0;0;0;0;0;0;
2004 51 1;630;656050240071;6;0;1;0;0;0;0;0;0;
2004 51 1;631;656044940317;6;0;0;0;0;0;0;0;0;
2004 51 1;632;656044893322;6;1;0;0;1;0;0;0;0;
2004 51 1;633;656050240117;6;0;1;0;0;0;0;0;1;
2004 51 1;634;656050230160;8;0;0;0;0;0;0;1;0;
2004 51 1;635;656045130243;8;0;0;0;0;0;0;0;0;
2004 51 1;636;656045130240;8;0;0;0;0;0;0;0;0;
2004 51 1;637;656045010250;9;0;0;0;0;0;0;1;0;
2004 51 1;638;656050494011;9;1;0;0;1;1;0;0;0;
2004 51 1;639;656045040005;9;0;1;0;0;0;0;0;1;
2004 51 1;640;656045040001;9;0;0;0;0;0;0;1;0;
2004 51 1;641;656045010196;9;0;0;0;0;0;0;0;0;
2004 51 1;642;656045010197;9;0;0;0;0;0;0;1;0;
2004 51 1;643;656050440045;9;1;0;0;0;0;0;0;0;
2004 51 1;644;656050240078;9;0;0;0;0;0;0;0;0;
2004 51 1;645;656045110192;9;0;0;0;0;0;0;1;0;
2004 51 1;646;656045010219;9;0;1;0;1;0;0;0;1;
2004 51 1;647;656045110132;9;0;0;0;0;0;0;0;0;
2004 51 1;648;656045060046;9;0;0;0;0;0;0;1;0;
2004 51 1;649;656050430070;9;1;0;0;0;0;0;0;0;
2004 51 1;650;656045010238;9;0;1;0;0;0;0;0;0;
2004 51 1;651;656045110077;9;0;0;0;0;0;0;1;0;
2004 51 1;652;656045110246;9;0;0;0;0;0;0;1;0;
2004 51 1;653;656045010214;9;0;1;0;0;0;0;0;1;
2004 51 1;654;656045120009;9;1;0;0;1;0;0;0;0;
2004 51 1;655;656045110081;9;0;0;0;0;0;0;1;0;
2004 51 1;656;656045110031;9;0;0;0;0;0;0;0;0;
2004 51 1;657;656045010277;9;0;1;0;0;0;0;0;0;
2004 51 1;658;656045110082;9;0;0;0;0;0;0;1;0;
2004 51 1;659;656045010218;9;0;1;0;0;0;0;0;1;
2004 51 1;660;656044893751;9;1;0;0;1;0;0;0;0;
2004 51 1;661;656045110243;9;0;0;0;0;0;0;1;0;
2004 51 1;662;656045010245;9;0;1;0;0;0;0;0;0;
2004 51 1;663;656044950052;9;0;0;0;0;0;0;0;0;
2004 51 1;664;656045060007;9;0;0;0;0;0;0;1;0;
2004 51 1;665;656045110270;9;0;1;0;0;0;0;0;1;
2004 51 1;666;656044893127;9;1;0;0;1;0;0;0;0;
2004 51 1;667;656045110242;9;0;0;0;0;0;0;1;0;
2004 51 1;668;656050250148;9;0;1;0;0;0;0;0;0;
2004 51 1;669;656045060009;9;0;0;0;0;0;0;1;0;
2004 51 1;670;656045110193;9;0;0;0;0;0;0;0;0;
2004 51 1;671;656050250181;9;0;0;0;0;0;0;0;0;
2004 51 1;672;656045110092;9;0;0;0;0;0;0;1;0;
2004 51 1;673;656045010154;9;1;0;0;1;0;0;0;0;
2004 51 1;674;656045110297;9;0;1;0;0;0;0;0;0;
2004 51 1;675;656045110095;9;0;0;0;0;0;0;1;0;
2004 51 1;676;656045110265;9;0;1;0;0;0;0;0;1;
2004 51 1;677;656050250101;9;0;0;0;0;0;0;0;0;
2004 51 1;678;656045060044;9;0;0;0;0;0;0;1;0;
2004 51 1;679;656045110290;9;0;1;0;0;0;0;0;0;
2004 51 1;680;656045193950;9;1;0;0;1;0;0;0;0;
2004 51 1;681;656045110108;9;0;0;0;0;0;0;1;0;
2004 51 1;682;656045010180;9;0;1;0;0;0;0;0;1;
2004 51 1;683;656045110237;9;0;0;0;0;0;0;1;0;
2004 51 1;684;656044950050;9;0;0;0;0;0;0;0;0;
2004 51 1;685;656045110034;9;1;0;0;0;0;0;0;0;
2004 51 1;686;656045110113;9;0;0;0;0;0;0;1;0;
2004 51 1;687;656045110133;9;0;0;0;0;0;0;0;0;
2004 51 1;688;656045010189;9;0;1;0;0;0;0;0;1;
2004 51 1;689;656045110116;9;0;0;0;0;0;0;1;0;
2004 51 1;690;656045010195;9;1;0;0;1;1;0;0;0;
2004 51 1;691;656045010207;9;0;1;0;0;0;0;0;0;
2004 51 1;692;656045110119;9;0;0;0;0;0;0;1;0;
2004 51 1;693;656044950047;9;0;0;0;0;0;0;0;0;
2004 51 1;694;656050240067;9;0;1;0;0;0;0;0;0;
2004 51 1;695;656045110127;9;0;0;0;0;0;0;1;0;
2004 51 1;696;656045110321;9;0;1;0;0;0;0;0;1;
2004 51 1;697;656045110038;9;1;0;0;1;0;0;0;0;
2004 51 1;698;656045110129;9;0;0;0;0;0;0;1;0;
2004 51 1;699;656045010266;9;0;1;0;0;0;0;0;0;
2004 51 1;700;656045110233;9;0;0;0;0;0;0;1;0;
2004 51 1;701;656045110251;9;0;1;0;0;0;0;0;0;
2004 51 1;702;656045110137;9;0;0;0;0;0;0;1;0;
2004 51 1;703;656045110254;9;0;1;0;0;0;0;0;1;
2004 51 1;704;656044893756;9;1;0;0;1;0;0;0;0;
2004 51 1;705;656045110226;9;0;0;0;0;0;0;1;0;
2004 51 1;706;656045110283;9;0;1;0;0;0;0;0;0;
2004 51 1;707;656045110201;9;0;0;0;0;0;0;0;0;
2004 51 1;708;656045110142;9;0;0;0;0;0;0;1;0;
2004 51 1;709;656045110019;9;1;0;0;0;0;0;0;0;
2004 51 1;710;656045110323;9;0;1;0;0;0;0;0;1;
2004 51 1;711;656045110156;9;0;0;0;0;0;0;1;0;
2004 51 1;712;656045110170;9;0;0;0;0;0;0;0;0;
2004 51 1;713;656045060016;9;0;0;0;0;0;0;1;0;
2004 51 1;714;656045120026;9;1;0;0;1;0;0;0;0;
2004 51 1;715;656050230196;9;0;0;0;0;0;0;0;0;
2004 51 1;716;656045060017;9;0;0;0;0;0;0;1;0;
2004 51 1;717;656045110302;9;0;1;0;0;0;0;0;1;
2004 51 1;718;656045060018;9;0;0;0;0;0;0;1;0;
2004 51 1;719;656045193924;9;1;0;0;0;0;0;0;0;
2004 51 1;720;656050230216;9;0;0;0;0;0;0;0;0;
2004 51 1;721;656045060019;9;0;0;0;0;0;0;1;0;
2004 51 1;722;656050230213;9;0;0;0;0;0;0;0;0;
2004 51 1;723;656045060042;9;0;0;0;0;0;0;1;0;
2004 51 1;724;656045010178;9;1;0;0;1;1;0;0;0;
2004 51 1;725;656045060020;9;0;0;0;0;0;0;1;0;
2004 51 1;726;656045010240;9;0;1;0;0;0;0;0;1;
2004 51 1;727;656045060021;9;0;0;0;0;0;0;1;0;
2004 51 1;728;656050250169;9;0;0;0;0;0;0;0;0;
2004 51 1;729;656044950038;9;0;1;0;0;0;0;0;0;
2004 51 1;730;656045060022;9;0;0;0;0;0;0;1;0;
2004 51 1;731;656045193954;6;1;0;0;1;0;0;0;0;
2004 51 1;732;656050240149;6;0;1;0;0;0;0;0;1;
2004 51 1;733;656045030054;6;0;0;0;0;0;0;1;0;
2004 51 1;734;656044940305;6;0;0;0;0;0;0;0;0;
2004 51 1;735;656050230030;6;0;0;0;0;0;0;0;0;
2004 51 1;736;656045060056;6;1;0;0;0;0;0;0;0;
2004 51 1;737;656045030055;6;0;0;0;0;0;0;1;0;
2004 51 1;738;656050240060;6;0;1;0;0;0;0;0;1;
2004 51 1;739;656050230009;6;0;0;0;0;0;0;0;0;
2004 51 1;740;656044950111;6;0;0;0;0;0;0;0;0;
2004 51 1;741;656045060061;6;1;0;0;1;0;0;0;0;
2004 51 1;742;656050220037;6;0;1;0;0;0;0;0;0;
2004 51 1;743;656045030063;6;0;0;0;0;0;0;1;0;
2004 51 1;744;656050230025;6;0;0;0;0;0;0;0;0;
2004 51 1;745;656050240064;6;0;1;0;0;0;0;0;1;
2004 51 1;746;656045193945;6;1;0;0;0;0;0;0;0;
2004 51 1;747;656045030060;6;0;0;0;0;0;0;1;0;
2004 51 1;748;656050220038;6;0;1;0;0;0;0;0;0;
2004 51 1;749;656050230198;6;0;0;0;0;0;0;0;0;
2004 51 1;750;656050220008;6;0;1;0;0;0;0;0;0;
2004 51 1;751;656045060067;6;1;0;0;1;0;0;0;0;
2004 51 1;752;656045040171;6;0;1;0;0;0;0;0;1;
2004 51 1;753;656050320052;6;0;0;0;0;0;0;0;0;
2004 51 1;754;656050220040;6;0;1;0;0;0;0;0;0;
2004 51 1;755;656045030048;6;0;0;0;0;0;0;1;0;
2004 51 1;756;656045193923;6;1;0;0;0;0;0;0;0;
2004 51 1;757;656045040130;6;0;1;0;0;0;0;0;1;
2004 51 1;758;656045030168;8;0;0;0;0;0;0;1;0;
2004 51 1;759;656045130086;8;0;0;0;0;0;0;0;0;
2004 51 1;760;656045130059;8;0;0;0;0;0;0;0;0;
2004 51 1;761;656044892636;9;1;0;0;1;0;0;0;0;
2004 51 1;762;656045060023;9;0;0;0;0;0;0;1;0;
2004 51 1;763;656045010271;9;0;1;0;0;0;0;0;0;
2004 51 1;764;656050350248;9;0;0;0;0;0;0;0;0;
2004 51 1;765;656045060024;9;0;0;0;0;0;0;1;0;
2004 51 1;766;656045193956;9;1;0;0;0;0;0;0;0;
2004 51 1;767;656050230205;9;0;0;0;0;0;0;0;0;
2004 51 1;768;656045060041;9;0;0;0;0;0;0;1;0;
2004 51 1;769;656050240046;9;0;1;0;0;0;0;0;0;
2004 51 1;770;656045110164;9;0;0;0;0;0;0;1;0;
2004 51 1;771;656044893061;9;1;0;0;1;1;0;0;0;
2004 51 1;772;656045110312;9;0;1;0;0;0;0;0;1;
2004 51 1;773;656045110165;9;0;0;0;0;0;0;1;0;
2004 51 1;774;656045010188;9;0;1;0;0;0;0;0;0;
2004 51 1;775;656045060025;9;0;0;0;0;0;0;1;0;
2004 51 1;776;656044892657;9;1;0;0;1;0;0;0;0;
2004 51 1;777;656045010175;9;0;1;0;0;0;0;0;0;
2004 51 1;778;656045060026;9;0;0;0;0;0;0;1;0;
