Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;HPRC6;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;LPRC9;LPRC10;LPRC11;LPRC12;LPRC13;LPRC14;
2004 49 1;166;25044920525;19;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 49 1;167;25044911347;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;168;25044850128;13;1;1;0;0;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;
2004 49 1;169;25044850696;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;170;25044910670;19;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;
2004 49 1;171;25044911383;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;172;25044911184;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;173;25044920099;13;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;174;25044850740;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;175;25044911314;19;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;
2004 49 1;176;25044910008;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;177;25044911168;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;178;25044911444;19;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;179;25044920051;19;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;
2004 49 1;180;25044820033;19;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;
2004 49 1;181;25045010185;15;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;1;1;0;0;
2004 49 1;182;25044910148;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;183;25044850624;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;184;25044911379;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;185;25044950384;17;1;0;1;0;0;1;0;1;0;0;0;1;0;1;0;1;1;0;0;0;
2004 49 1;186;25044850463;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;187;25044920186;19;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;188;25044911394;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;189;25044920670;19;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;190;25044920161;19;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;191;25044911437;13;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;192;25044940248;13;0;1;1;0;1;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;193;25044911366;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;194;25044911031;13;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;
2004 49 1;195;25044920086;19;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;196;25044911350;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;197;25044920442;19;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;
2004 49 1;198;25044920210;19;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;199;25044850547;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;200;25044911375;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;201;25044910172;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;202;25044850563;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;203;25044911217;13;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;204;25044911369;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;205;25044940244;19;0;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;
2004 49 1;206;25044840312;13;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;
2004 49 1;207;25044911030;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;208;25044911419;19;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;
2004 49 1;209;25044910150;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;210;25044911101;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;211;25044911431;13;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;212;25044920003;19;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;213;25044450343;19;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;214;25044940691;19;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 49 1;215;25044940232;19;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;
2004 49 1;216;25044911029;15;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;217;25044850032;15;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;218;25044920084;19;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;219;25044940611;15;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;220;25044911373;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;221;25044920090;19;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;222;25044911036;15;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;
2004 49 1;223;25044940665;15;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;224;25044911367;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;225;25044940688;19;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 49 1;226;25044940241;13;0;1;0;0;1;1;0;0;1;0;0;1;0;1;0;1;1;0;0;0;
2004 49 1;227;25044850568;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;228;25044911355;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;229;25044910151;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;230;25044910956;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;231;25044920429;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;232;25044911414;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;233;25044920004;19;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;234;25044830050;19;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;
2004 49 1;235;25044911400;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;236;25044920246;19;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;237;25044911249;13;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;238;25044940288;17;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;
2004 49 1;239;25044940240;19;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;
2004 49 1;240;25044911047;15;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;241;25044840032;15;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;242;25044920002;19;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;243;25044920518;19;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;
2004 49 1;244;25044911371;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;245;25044910238;19;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;246;25044911103;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;247;25044910671;19;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;
2004 49 1;248;25044920357;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;249;25044940231;19;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;
2004 49 1;250;25044920231;19;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;251;25044911073;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;252;25044910365;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;253;25044911356;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;254;25044911100;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;255;25044910057;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;256;25044910672;19;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;
2004 49 1;257;25044920431;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;258;25044911409;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;259;25044920118;19;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;260;25044911162;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;261;25044910984;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;262;25044950212;13;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;263;25044940230;19;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;
2004 49 1;264;25044910975;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;265;25044910668;19;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;
2004 49 1;266;25045020161;19;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;
2004 49 1;267;25044850510;13;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;268;25044911337;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;269;25044911182;13;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;270;25044920081;19;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;271;25044920234;19;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;272;25044910978;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;273;25044940223;19;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;
2004 49 1;274;25044950218;13;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;275;25044911329;13;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;
2004 49 1;276;25044950215;13;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;277;25044920212;19;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;278;25044911144;13;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;
2004 49 1;279;25044911349;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;280;25044920087;19;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;281;25044920476;19;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;
2004 49 1;282;25044940038;19;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;283;25044911406;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;284;25044911148;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;
2004 49 1;285;25044910178;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;286;25044910976;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;287;25044911454;19;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;
2004 49 1;288;25044920202;19;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;289;25044940647;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;
2004 49 1;290;25044910058;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;291;25044911368;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;292;25044910949;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;293;25044950135;19;0;1;1;0;1;1;0;0;1;0;0;1;1;0;0;0;1;0;0;1;
2004 49 1;294;25044911382;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;295;25045020604;13;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;296;25044920673;13;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;297;25044910667;19;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;
2004 49 1;298;25044920091;19;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;299;25044911175;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;300;25044911359;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;301;25044910248;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;302;25044911053;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;303;25044911143;13;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;
2004 49 1;304;25044920359;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;305;25044940221;19;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;
2004 49 1;306;25044850105;7;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;
2004 49 1;307;25044940690;19;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 49 1;308;25044920144;19;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;309;25044940580;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;310;25044911392;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;311;25044920082;19;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;312;25044911229;13;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;
2004 49 1;313;25044911456;15;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;314;25044911364;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;315;25044850137;13;1;1;0;0;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;
2004 49 1;316;25044911183;13;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;
2004 49 1;317;25044911048;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;318;25044911388;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;319;25044910003;19;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;320;25044910925;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;321;25044911405;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;322;25044920160;19;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;323;25044911191;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;324;25044911434;13;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;325;25044911348;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;326;25044920027;13;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;327;25044910993;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;328;25044911270;13;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;329;25044940212;19;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;
2004 49 1;330;25044940689;19;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 49 1;331;25044911098;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;332;25044920089;19;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;333;25044911408;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;334;25044920361;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;335;25044850021;17;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;336;25044920145;19;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;337;25044940278;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;338;25044911370;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;339;25044850152;13;1;1;0;0;1;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;
2004 49 1;340;25044920544;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;341;25044911358;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;342;25044920114;19;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;343;25044920432;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;344;25044911399;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;345;25044920088;19;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;346;25044911190;13;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;
2004 49 1;347;25044911164;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;348;25044910259;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;349;25044911458;19;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;
2004 49 1;350;25044830036;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;351;25044920060;19;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;352;25044911452;19;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;
2004 49 1;353;25044911163;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;354;25044850118;13;1;1;0;0;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;
2004 49 1;355;25044911340;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;356;25044950616;19;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 49 1;357;25044920449;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;358;25044920131;19;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;359;25044911377;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;360;25044911007;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;361;25044920070;13;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;362;25044911365;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;363;25044920451;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;364;25044920128;13;1;1;0;0;1;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;365;25044920441;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;366;25044911352;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;367;25044910066;19;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;368;25044911250;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;369;25044920354;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;370;25044911396;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;371;25044920143;19;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;372;25044920355;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;373;25044911062;13;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;
2004 49 1;374;25044911387;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;375;25044850133;13;1;1;0;0;1;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;
2004 49 1;376;25044920443;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;377;25045010232;19;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;
2004 49 1;378;25044920106;19;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;379;25044850053;14;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;380;25044911351;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;381;25044920165;19;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;382;25044911041;14;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;383;25044850016;17;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;384;25044940541;14;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;385;25044940206;19;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;
2004 49 1;386;25044840029;15;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;387;25044910988;15;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;388;25044910065;19;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;389;25044911398;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;390;25044910806;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;391;25044920063;19;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;392;25044910673;19;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;
2004 49 1;393;25044920356;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;394;25044911386;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;395;25044910261;19;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;396;25044911165;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;397;25044911372;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;398;25044910143;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;399;25044940286;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;
2004 49 1;400;25044920463;19;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;401;25044911380;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;402;25044911161;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;403;25044850169;13;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;404;25044940281;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;405;25044911346;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;406;25044911075;13;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;407;25044920094;19;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;408;25044910842;15;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
